,level_0,index,link,headline,summary,date,compounds_head,compounds_summ,compounds_head_summ,Sentiment,Modal,Negative,Positive,Uncertainty,Litigious,Constraining,Superfluous,Interesting,Doc_length,Modal_freq,Negative_freq,Positive_freq,Uncertainty_freq,Litigious_freq,Constraining_freq,Superfluous_freq,Interesting_freq,Negative_score,Positive_score
76,216,216,https://www.nytimes.com/2003/03/17/business/comcast-learned-from-excite-home-experience.html,Comcast Learned From Excite@Home Experience,"Comcast's seemingly charmed life so far in its broadband business includes its profitable involvement with Excite@Home, now defunct. The company, originally known as @Home, was put together in 1995 by John C. Malone, who was then the chairman of the cable company Tele-Communications Inc., and John Doerr, the venture capitalist who is a partner at Kleiner Perkins Caufield & Byers. Mr. Doerr had hired an engineer from NASA named Milo Medin, designer of a network that @Home said would ease the challenges of moving data at high speeds.",2003-03-17 03:00:00,0.0,0.8271,0.8271,"         Word  Modal  Negative  Positive  Uncertainty  Litigious  \
0  PROFITABLE      0         0         1            0          0   
1     DEFUNCT      0         1         0            0          0   
2       WOULD      2         0         0            0          0   
3  CHALLENGES      0         1         0            0          0   

   Constraining  Superfluous  Interesting  
0             0            0            0  
1             0            0            0  
2             0            0            0  
3             0            0            0  ",2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,89,0.02247191011235955,0.02247191011235955,0.011235955056179775,0.0,0.0,0.0,0.0,0.0,0.011235955056179775,-0.011235955056179775
77,229,229,https://www.nytimes.com/2003/04/25/business/the-media-business-advertising-addenda-accounts-417360.html,Accounts,"* Novartis Pharmaceuticals, East Hanover, N.J., part of Novartis, to McCann-Erickson Worldwide Advertising, New York, to handle consumer marketing for Lotrel, a hypertension drug that had until now been marketed only to health care professionals. Billings were estimated at $40 million to $50 million. McCann-Erickson is part of the McCann-Erickson World Group division of the Interpublic Group of Companies. * The Wood Care Group division of the Sherwin-Williams Company, Upper Saddle River, N.J., expanded its relationship with Brushfire, Whippany, N.J., by naming Brushfire as agency of record on the Thompson's Water Seal product line. Brushfire, which handles the Minwax line of products for Sherwin-Williams, had been handling Thompson's on a project basis after the brand left Hanft, Byrne, Raboy & Partners, New York. Though billings were not disclosed, Sherwin-Williams spent $8.8 million last year to advertise Thompson's in major media, according to CMR, a division of Taylor Nelson Sofres. * Comcast Ad Sales, New York, a division of the Comcast Corporation, to Tucker Hampel Stefanides & Partners, New York, as its first agency to handle advertising. Spending has not been determined. * H. J. Heinz Company, Pittsburgh, consolidated media-buying duties on its North American accounts by naming Starcom Worldwide, Chicago, to handle that assignment for its frozen food division, which had been handled by the San Francisco office of OMD USA. Starcom, part of the Starcom MediaVest Group division of the Publicis Groupe, now handles all Heinz North American media buying. Total spending was estimated at $40 million; spending on frozen food brands was estimated at $15 million. OMD USA, part of the OMD division of the Omnicom Group, continues to handle media planning on the account of Heinz frozen foods, and Starcom handles media planning on the other North American accounts.",2003-04-25 01:00:00,0.0,0.6558,0.6558,"        Word  Modal  Negative  Positive  Uncertainty  Litigious  Constraining  \
0  DISCLOSED      0         1         0            0          0             0   

   Superfluous  Interesting  
0            0            0  ",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,303,0.0,0.0033003300330033004,0.0,0.0,0.0,0.0,0.0,0.0,0.0033003300330033004,-0.0033003300330033004
78,230,230,https://www.nytimes.com/2003/05/09/business/the-media-business-comcast-says-loss-widened-but-forecast-is-looking-up.html,Comcast Says Loss Widened But Forecast Is Looking Up,"The Comcast Corporation reported a wider first-quarter loss yesterday but raised its forecast for subscriber growth this year. For the quarter, Comcast, the nation's largest cable company, posted a net loss of $297 million, or 13 cents a share, compared with a loss of $89 million, or 9 cents a share, a year earlier. Revenue, swelled by the acquisition of AT&T Broadband, more than doubled, to $5.52 billion from $2.67 billion. Excluding the effects of the acquisition, revenue would have increased 9.7 percent.",2003-05-09 01:00:00,-0.3182,0.6249,0.5346,"    Word  Modal  Negative  Positive  Uncertainty  Litigious  Constraining  \
0   LOSS      0         1         0            0          0             0   
1   LOSS      0         1         0            0          0             0   
2   LOSS      0         1         0            0          0             0   
3  WOULD      2         0         0            0          0             0   

   Superfluous  Interesting  
0            0            0  
1            0            0  
2            0            0  
3            0            0  ",2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,87,0.022988505747126436,0.034482758620689655,0.0,0.0,0.0,0.0,0.0,0.0,0.034482758620689655,-0.034482758620689655
79,232,232,https://www.nytimes.com/2003/05/11/business/investing-ferreting-out-the-fittest-in-cable.html,Investing; Ferreting Out the Fittest in Cable,"SHARES of cable companies have generally performed well this year, but when Verizon Communications, the telecommunications company, announced this month that it was cutting the rates that consumers pay for high-speed Internet access, shares of a broad range of the companies fell. High-speed Internet access has been the fastest-growing sector for most cable companies. The Verizon announcement, on May 2, suggested a possible price war between cable and telecommunications companies, a prospect that troubles many investors. From that day until last Tuesday, most major cable stocks, including those of the Comcast Corporation, Cox Communications, Cablevision Systems and Mediacom Communications, dropped by about 5 percent or more; most have recovered partially since then.",2003-05-11 01:00:00,0.0,-0.6791,-0.6791,"        Word  Modal  Negative  Positive  Uncertainty  Litigious  Constraining  \
0  GENERALLY      2         0         0            0          0             0   
1        MAY      3         0         0            1          0             0   
2  SUGGESTED      0         0         0            1          0             0   
3   POSSIBLE      3         0         0            1          0             0   
4   TROUBLES      0         1         0            0          0             0   
5    DROPPED      0         1         0            0          0             0   

   Superfluous  Interesting  
0            0            0  
1            0            0  
2            0            0  
3            0            0  
4            0            0  
5            0            0  ",8.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,115,0.06956521739130435,0.017391304347826087,0.0,0.02608695652173913,0.0,0.0,0.0,0.0,0.017391304347826087,-0.017391304347826087
80,233,233,https://www.nytimes.com/2003/05/13/business/the-media-business-advertising-addenda-accounts-669547.html,Accounts,"Comcast Cable Communications, Philadelphia, part of the Comcast Corporation, to Castells & Asociados, Los Angeles, as its first agency of record for advertising aimed at Hispanic consumers. Billings have not been determined.",2003-05-13 01:00:00,0.0,-0.2584,-0.2584,"Empty DataFrame
Columns: [Word, Modal, Negative, Positive, Uncertainty, Litigious, Constraining, Superfluous, Interesting]
Index: []",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81,240,240,https://www.nytimes.com/2003/06/03/business/comcast-deal-is-delayed.html,Comcast Deal Is Delayed,"The Comcast Corporation and Paul G. Allen, the chairman of Charter Communications Inc., agreed to delay Mr. Allen's planned purchase of Comcast's interest in the companies' joint cable television venture, Comcast said today. The deal involving the venture, which is called CC VIII, is expected to close this month unless the companies reach another arrangement, Comcast said. The closing had been scheduled for May.",2003-06-03 01:00:00,-0.2263,0.4404,0.25,"      Word  Modal  Negative  Positive  Uncertainty  Litigious  Constraining  \
0    DELAY      0         1         0            0          0             0   
1  CLOSING      0         1         0            0          0             0   
2      MAY      3         0         0            1          0             0   

   Superfluous  Interesting  
0            0            0  
1            0            0  
2            0            0  ",3.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,64,0.046875,0.03125,0.0,0.015625,0.0,0.0,0.0,0.0,0.03125,-0.03125
82,247,247,https://www.nytimes.com/2003/07/04/nyregion/inside-384950.html,INSIDE,"Comcast Sells QVC Stake Liberty Media agreed to buy Comcast's majority stake in the QVC home-shopping network for $7.9 billion. Liberty already owned 42 percent. BUSINESSS DAY, PAGE C1 Hint of Home Found in Space Just light years away from Earth a team of astronomers has found what they say is the closest resemblance yet in outer space to the solar system. PAGE A16",2003-07-04 01:00:00,0.0,0.836,0.836,"Empty DataFrame
Columns: [Word, Modal, Negative, Positive, Uncertainty, Litigious, Constraining, Superfluous, Interesting]
Index: []",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,249,249,https://www.nytimes.com/2003/07/12/business/company-news-liberty-to-pay-for-qvc-with-stock-and-3-year-note.html,LIBERTY TO PAY FOR QVC WITH STOCK AND 3-YEAR NOTE,"The Liberty Media Corporation will pay $2.6 billion in stock and a three-year note valued at $5.3 billion to buy the Comcast Corporation's 57 percent stake in the QVC home-shopping network, giving Liberty full ownership of the channel. Liberty agreed last week to buy QVC for $7.9 billion. The company, based in Englewood, Calif., had the option to pay a combination of stock, cash or a promissory note. Liberty will issue 280 million shares, the maximum allowed under the sale agreement, representing about 7.5 percent of its outstanding stock.",2003-07-12 01:00:00,0.4588,0.9826,0.9855,"   Word  Modal  Negative  Positive  Uncertainty  Litigious  Constraining  \
0  WILL      1         0         0            0          0             0   
1  WILL      1         0         0            0          0             0   

   Superfluous  Interesting  
0            0            0  
1            0            0  ",2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95,0.021052631578947368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84,255,255,https://www.nytimes.com/2003/07/28/business/subpoenas-sent-to-file-sharers-prompt-anger-and-remorse.html,Subpoenas Sent To File-Sharers Prompt Anger And Remorse,"A blizzard of subpoenas from the recording industry seeking the identities of people suspected of illegally swapping music is provoking fear, anger and professions of remorse as the targets of the antipiracy dragnet learn that they may soon be sued for hundreds of thousands of dollars in damages. The Recording Industry Association of America has obtained close to 1,000 such subpoenas over the last four weeks to more than a dozen Internet service providers, including Verizon, Comcast and Time Warner Cable, and several universities, including Boston College and the Massachusetts Institute of Technology, demanding the names of file swappers. Most Internet providers are notifying the unlucky subscribers by mail that they are legally required to turn over their contact information.",2003-07-28 01:00:00,-0.7003,-0.9337,-0.9633,"         Word  Modal  Negative  Positive  Uncertainty  Litigious  \
0   SUBPOENAS      0         1         0            0          1   
1   SUBPOENAS      0         1         0            0          1   
2   SUSPECTED      0         1         0            0          0   
3   ILLEGALLY      0         1         0            0          0   
4   PROVOKING      0         1         0            0          0   
5        FEAR      0         1         0            0          0   
6         MAY      3         0         0            1          0   
7        SUED      0         1         0            0          1   
8     DAMAGES      0         1         0            0          0   
9     LEGALLY      0         0         0            0          1   
10   REQUIRED      0         0         0            0          0   

    Constraining  Superfluous  Interesting  
0              0            0            0  
1              0            0            0  
2              0            0            0  
3              0            0            0  
4              0            0            0  
5              0            0            0  
6              0            0            0  
7              0            0            0  
8              0            0            0  
9              0            0            0  
10             1            0            0  ",3.0,8.0,0.0,1.0,4.0,1.0,0.0,0.0,121,0.024793388429752067,0.06611570247933884,0.0,0.008264462809917356,0.03305785123966942,0.008264462809917356,0.0,0.0,0.06611570247933884,-0.06611570247933884
85,260,260,https://www.nytimes.com/2003/08/01/business/comcast-has-cash-flow-gains-as-loss-for-quarter-narrows.html,Comcast Has Cash-Flow Gains As Loss for Quarter Narrows,"The Comcast Corporation, the nation's largest cable operator, posted a narrower second-quarter loss yesterday and reported solid gains in revenue and cash flow. Wall Street analysts were generally pleased with the figures, particularly because the company raised its forecast for gains in cable subscribers and cash flow for the full year.",2003-08-01 02:00:00,0.0258,0.7184,0.7269,"        Word  Modal  Negative  Positive  Uncertainty  Litigious  Constraining  \
0       LOSS      0         1         0            0          0             0   
1      GAINS      0         0         1            0          0             0   
2      GAINS      0         0         1            0          0             0   
3  GENERALLY      2         0         0            0          0             0   
4    PLEASED      0         0         1            0          0             0   

   Superfluous  Interesting  
0            0            0  
1            0            0  
2            0            0  
3            0            0  
4            0            0  ",2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,52,0.038461538461538464,0.019230769230769232,0.057692307692307696,0.0,0.0,0.0,0.0,0.0,-0.038461538461538464,0.038461538461538464
86,261,261,https://www.nytimes.com/2003/08/09/business/company-news-ftc-approves-liberty-media-s-purchase-of-qvc-stake.html,F.T.C. APPROVES LIBERTY MEDIA'S PURCHASE OF QVC STAKE,"The Liberty Media Corporation's $7.9 billion purchase of Comcast's controlling stake in the home-shopping network QVC was cleared by antitrust authorities, the Federal Trade Commission said yesterday. The government's review of the transaction was closed after 30 days, according to a list of completed merger investigations published in Washington by the F.T.C. Liberty, which is controlled by John C. Malone, agreed last month to purchase Comcast's 57 percent stake in QVC. The acquisition is still subject to approval by European regulators and the Federal Communications Commission.",2003-08-09 01:00:00,0.7269,0.9081,0.9636,"             Word  Modal  Negative  Positive  Uncertainty  Litigious  \
0       ANTITRUST      0         1         0            0          1   
1          CLOSED      0         1         0            0          0   
2  INVESTIGATIONS      0         1         0            0          0   
3      REGULATORS      0         0         0            0          1   

   Constraining  Superfluous  Interesting  
0             0            0            0  
1             0            0            0  
2             0            0            0  
3             0            0            0  ",0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,90,0.0,0.03333333333333333,0.0,0.0,0.022222222222222223,0.0,0.0,0.0,0.03333333333333333,-0.03333333333333333
87,262,262,https://www.nytimes.com/2003/08/14/business/comcast-studies-a-bid-for-vivendi-units.html,Comcast Studies a Bid for Vivendi Units,"Comcast executives and their advisers met yesterday to consider making an offer for the entertainment businesses of Vivendi Universal, executives involved in the discussion said yesterday. While they are leaning toward making such an offer, it will certainly not be made by tomorrow's deadline for second-round bids, they said.",2003-08-14 01:00:00,0.0,0.6369,0.6369,"   Word  Modal  Negative  Positive  Uncertainty  Litigious  Constraining  \
0  WILL      1         0         0            0          0             0   

   Superfluous  Interesting  
0            0            0  ",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88,263,263,https://www.nytimes.com/2003/08/15/business/comcast-drops-out-of-bidding-for-vivendi-entertainment-units.html,Comcast Drops Out of Bidding for Vivendi Entertainment Units,"Comcast said yesterday that it had dropped out of the auction for Vivendi Universal's entertainment assets, though it said it planned to explore creating a joint venture to combine both companies' cable channels. While Comcast's decision removes it from the formal auction process, the company's pursuit of an alliance with Vivendi still makes it an unofficial bidder in the contest, leaving Vivendi with a possible alternative option to a full-blown sale.",2003-08-15 01:00:00,0.4215,0.6908,0.8176,"       Word  Modal  Negative  Positive  Uncertainty  Litigious  Constraining  \
0   DROPPED      0         1         0            0          0             0   
1  ALLIANCE      0         0         1            0          0             0   
2  POSSIBLE      3         0         0            1          0             0   

   Superfluous  Interesting  
0            0            0  
1            0            0  
2            0            0  ",3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,72,0.041666666666666664,0.013888888888888888,0.013888888888888888,0.013888888888888888,0.0,0.0,0.0,0.0,0.0,0.0
89,271,271,https://www.nytimes.com/2003/09/06/business/verizon-s-pact-seen-as-critical-to-its-industry.html,Verizon's Pact Seen as Critical To Its Industry,"Verizon's unions were quite happy with the settlement they reached Thursday night with the company, but some analysts contend that the deal could make it harder for the nation's large telephone service providers to face increasing threats to their business from the cable industry and a variety of upstarts. The settlement comes as companies in the traditional local telephone industry, like Verizon, SBC Communications and Bell South, are moving from the effective monopoly control over direct access to consumers and business they long enjoyed to a much more challenging situation contending with powerful cable companies like Cox and Comcast that are offering rival data and voice services through their own pipes into homes and offices.",2003-09-06 01:00:00,-0.3182,0.9649,0.9617,"           Word  Modal  Negative  Positive  Uncertainty  Litigious  \
0         HAPPY      0         0         1            0          0   
1    SETTLEMENT      0         0         0            0          1   
2    SETTLEMENT      0         0         0            0          1   
3       CONTEND      0         1         0            0          0   
4         COULD      3         0         0            1          0   
5    INCREASING      0         0         0            0          0   
6       THREATS      0         1         0            0          0   
7     EFFECTIVE      0         0         1            0          0   
8      MONOPOLY      0         1         0            0          0   
9       ENJOYED      0         0         1            0          0   
10  CHALLENGING      0         1         0            0          0   
11   CONTENDING      0         1         0            0          0   

    Constraining  Superfluous  Interesting  
0              0            0            0  
1              0            0            0  
2              0            0            0  
3              0            0            0  
4              0            0            0  
5              0            0            1  
6              0            0            0  
7              0            0            0  
8              0            0            0  
9              0            0            0  
10             0            0            0  
11             0            0            0  ",3.0,5.0,3.0,1.0,2.0,0.0,0.0,1.0,115,0.02608695652173913,0.043478260869565216,0.02608695652173913,0.008695652173913044,0.017391304347826087,0.0,0.0,0.008695652173913044,0.017391304347826087,-0.017391304347826087
90,274,274,https://www.nytimes.com/2003/09/11/business/company-news-liberty-media-says-starz-encore-income-may-falter.html,LIBERTY MEDIA SAYS STARZ ENCORE INCOME MAY FALTER,"The Liberty Media Corporation, the company controlled by John C. Malone, said yesterday that higher programming expenses and a legal dispute with the Comcast Corporation might reduce operating income next year at Liberty's Starz Encore cable TV networks. Starz Encore expects its programming expenses to rise as much as $225 million. Comcast, which bought AT&T's cable TV systems last year, is disputing a contract that lets Starz Encore pass along some programming costs to AT&T. Liberty was the cable programming unit of AT&T until it was spun off in 2001. Comcast is suing Starz Encore, saying its agreement with the networks should replace the agreement with AT&T. Comcast has withheld $45 million this year that Starz Encore says it is owed. Liberty's chief executive, Robert R. Bennett, said the company and Comcast were discussing a settlement. A Comcast spokesman, Tim Fitzpatrick, declined comment.",2003-09-11 01:00:00,0.5267,0.802,0.9068,"         Word  Modal  Negative  Positive  Uncertainty  Litigious  \
0       LEGAL      0         0         0            0          1   
1     DISPUTE      0         1         0            0          0   
2       MIGHT      3         0         0            1          0   
3   DISPUTING      0         1         0            0          0   
4    CONTRACT      0         0         0            0          1   
5       SUING      0         1         0            0          1   
6      SHOULD      2         0         0            0          0   
7  SETTLEMENT      0         0         0            0          1   
8    DECLINED      0         1         0            0          0   

   Constraining  Superfluous  Interesting  
0             0            0            0  
1             0            0            0  
2             0            0            0  
3             0            0            0  
4             0            0            0  
5             0            0            0  
6             0            0            0  
7             0            0            0  
8             0            0            0  ",5.0,4.0,0.0,1.0,4.0,0.0,0.0,0.0,143,0.03496503496503497,0.027972027972027972,0.0,0.006993006993006993,0.027972027972027972,0.0,0.0,0.0,0.027972027972027972,-0.027972027972027972
91,278,278,https://www.nytimes.com/2003/09/24/business/comcast-and-liberty-settle-their-dispute-over-starz-channels.html,Comcast and Liberty Settle Their Dispute Over Starz Channels,"Comcast, the largest United States cable operator, won new terms yesterday from Liberty Media for the right to run Starz Encore movie programming on its systems, settling a lawsuit aimed at reducing the price. Comcast sued Starz Encore a day after buying AT&T's cable systems in November, seeking to scrap the monthly fees AT&T Broadband had been paying Liberty. The new agreement will save Comcast $200 million a year, said Jessica Reif Cohen, an analyst at Merrill Lynch.",2003-09-24 01:00:00,0.1779,0.9571,0.9612,"      Word  Modal  Negative  Positive  Uncertainty  Litigious  Constraining  \
0  LAWSUIT      0         0         0            0          1             0   
1     SUED      0         1         0            0          1             0   
2     WILL      1         0         0            0          0             0   

   Superfluous  Interesting  
0            0            0  
1            0            0  
2            0            0  ",1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,78,0.01282051282051282,0.01282051282051282,0.0,0.0,0.02564102564102564,0.0,0.0,0.0,0.01282051282051282,-0.01282051282051282
92,282,282,https://www.nytimes.com/2003/09/27/us/national-briefing-mid-atlantic-pennsylvania-polluters-pay-40-million.html,National Briefing | Mid-Atlantic: Pennsylvania: Polluters Pay $40 Million,"Viacom, an affiliate of Comcast and Horsehead Industries will pay $40 million to the Superfund to clean up a toxic waste site in Palmerton, 15 miles from Allentown, the Justice Department said. Corporate predecessors of Viacom and the affiliate, TCI Pacific, were responsible for the contamination caused by zinc refining and smelting since 1898. Horsehead Industries and Horsehead Resource Development have recycled zinc there since 1981.",2003-09-27 01:00:00,-0.5267,0.6369,0.2023,"      Word  Modal  Negative  Positive  Uncertainty  Litigious  Constraining  \
0     WILL      1         0         0            0          0             0   
1    TOXIC      0         0         0            0          0             0   
2  JUSTICE      0         0         0            0          1             0   

   Superfluous  Interesting  
0            0            0  
1            0            1  
2            0            0  ",1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,66,0.015151515151515152,0.0,0.0,0.0,0.015151515151515152,0.0,0.0,0.015151515151515152,0.0,0.0
93,285,285,https://www.nytimes.com/2003/10/08/business/technology-briefing-hardware-terayon-says-3rd-quarter-loss-narrows.html,Technology Briefing | Hardware: Terayon Says 3rd-Quarter Loss Narrows,"Terayon Communication Systems, a maker of cable modems, said yesterday that its third-quarter net loss narrowed because of higher sales. Shares rose 24 percent. The net loss of 10 to 12 cents a share compares with a net loss of 22 cents in the period a year earlier, the company said in a preliminary earnings estimate. Revenue for the quarter rose to $37 million to $38 million, from $24.5 million a year earlier. Terayon, which has not reported a quarterly profit in two years, wants to improve sales of its so-called headend products, or central control equipment for high-speed cable Internet providers. Last week it said Comcast would test its equipment. Neither company commented on any possible sales agreements. Shares of Terayon rose $1.50, to $7.71.",2003-10-08 01:00:00,-0.3182,0.3169,-0.0015,"          Word  Modal  Negative  Positive  Uncertainty  Litigious  \
0         LOSS      0         1         0            0          0   
1         LOSS      0         1         0            0          0   
2         LOSS      0         1         0            0          0   
3  PRELIMINARY      0         0         0            1          0   
4      IMPROVE      0         0         1            0          0   
5        WOULD      2         0         0            0          0   
6     POSSIBLE      3         0         0            1          0   

   Constraining  Superfluous  Interesting  
0             0            0            0  
1             0            0            0  
2             0            0            0  
3             0            0            0  
4             0            0            0  
5             0            0            0  
6             0            0            0  ",5.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,132,0.03787878787878788,0.022727272727272728,0.007575757575757576,0.015151515151515152,0.0,0.0,0.0,0.0,0.015151515151515152,-0.015151515151515152
94,286,286,https://www.nytimes.com/2003/10/09/business/company-news-cable-biller-is-told-to-pay-120-million-to-comcast.html,CABLE BILLER IS TOLD TO PAY $120 MILLION TO COMCAST,"CSG Systems International, a provider of billing services for cable companies, said yesterday that an arbitrator had ordered it to pay the Comcast Corporation $120 million to settle a contract dispute. The ruling will reduce quarterly revenue from Comcast, the largest cable television operator in the country and CSG's biggest customer, by as much as 38 percent, CSG said. CSG said its quarterly earnings could decline as much as 16 cents a share. CSG said that Comcast had accused it of blocking Comcast's efforts to use another billing service. CSG, based in Englewood, Colo., said it would ask the arbitrator to reduce the payout by as much as $50 million. But its executives said yesterday that it would be able to pay the entire $120 million fine. CSG's stock fell $6.22, or 40 percent, to $9.28 a share.",2003-10-09 01:00:00,-0.2808,-0.4767,-0.6408,"          Word  Modal  Negative  Positive  Uncertainty  Litigious  \
0   ARBITRATOR      0         0         0            0          1   
1   ARBITRATOR      0         0         0            0          1   
2     CONTRACT      0         0         0            0          1   
3      DISPUTE      0         1         0            0          0   
4       RULING      0         0         0            0          1   
5         WILL      1         0         0            0          0   
6        COULD      3         0         0            1          0   
7      DECLINE      0         1         0            0          0   
8      ACCUSED      0         1         0            0          0   
9        WOULD      2         0         0            0          0   
10       WOULD      2         0         0            0          0   
11        ABLE      0         0         1            0          0   

    Constraining  Superfluous  Interesting  
0              0            0            0  
1              0            0            0  
2              0            0            0  
3              0            0            0  
4              0            0            0  
5              0            0            0  
6              0            0            0  
7              0            0            0  
8              0            0            0  
9              0            0            0  
10             0            0            0  
11             0            0            0  ",8.0,3.0,1.0,1.0,4.0,0.0,0.0,0.0,140,0.05714285714285714,0.02142857142857143,0.007142857142857143,0.007142857142857143,0.02857142857142857,0.0,0.0,0.0,0.014285714285714285,-0.014285714285714285
95,287,287,https://www.nytimes.com/2003/10/16/business/media-business-advertising-big-donation-time-space-fight-drug-ecstasy.html,A big donation of time and space to fight the drug Ecstasy.,"THE Partnership for a Drug-Free America will introduce today an ad campaign focusing on the drug Ecstasy and backed by the largest donation of media time it has received. The Comcast Corporation, the cable giant, has agreed to donate time valued at $51 million over three years. The campaign and the Comcast deal, to be detailed at the National Press Club in Washington, are efforts to answer two big challenges the partnership says it faces: having parents address the dangers of Ecstasy with their children and putting the most effective messages in front of the right audiences.",2003-10-16 01:00:00,0.3182,0.9245,0.9402,"         Word  Modal  Negative  Positive  Uncertainty  Litigious  \
0        WILL      1         0         0            0          0   
1  CHALLENGES      0         1         0            0          0   
2     DANGERS      0         1         0            0          0   
3   EFFECTIVE      0         0         1            0          0   

   Constraining  Superfluous  Interesting  
0             0            0            0  
1             0            0            0  
2             0            0            0  
3             0            0            0  ",1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,98,0.01020408163265306,0.02040816326530612,0.01020408163265306,0.0,0.0,0.0,0.0,0.0,0.01020408163265306,-0.01020408163265306
96,288,288,https://www.nytimes.com/2003/10/20/business/cable-s-new-giant-flexes-his-muscles.html,Cable's New Giant Flexes His Muscles,"Maybe the cable industry should have seen it coming. Everyone who knew Brian Roberts, the polite and apparently easy-going chief executive of the Comcast Corporation, understood that he had learned the cable business from his father -- Comcast's hard-bargaining founder, Ralph Roberts. So they should not have been surprised when the son turned out to be as hard-charging as his father, making an unexpected, hostile bid two years ago for AT&T, then the nation's largest cable operator.",2003-10-20 01:00:00,0.0,-0.505,-0.505,"         Word  Modal  Negative  Positive  Uncertainty  Litigious  \
0       MAYBE      3         0         0            1          0   
1      SHOULD      2         0         0            0          0   
2      SHOULD      2         0         0            0          0   
3  APPARENTLY      3         0         0            1          0   
4        EASY      0         0         1            0          0   
5  UNEXPECTED      0         1         0            1          0   
6     HOSTILE      0         1         0            0          0   

   Constraining  Superfluous  Interesting  
0             0            0            0  
1             0            0            0  
2             0            0            0  
3             0            0            0  
4             0            0            0  
5             0            0            0  
6             0            0            0  ",10.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,79,0.12658227848101267,0.02531645569620253,0.012658227848101266,0.0379746835443038,0.0,0.0,0.0,0.0,0.012658227848101266,-0.012658227848101266
