Word,Modal,Negative,Positive,Uncertainty,Litigious,Constraining,Superfluous,Interesting
CONCLUSIVE,0,0,1,0,0,0,0,0
CONCLUSIVELY,0,0,1,0,0,0,0,0
CONCOMITANT,0,0,0,0,0,0,1,0
CONDEMN,0,1,0,0,0,0,0,0
CONDEMNATION,0,1,0,0,0,0,0,0
CONDEMNATIONS,0,1,0,0,0,0,0,0
CONDEMNED,0,1,0,0,0,0,0,0
CONDEMNING,0,1,0,0,0,0,0,0
CONDEMNOR,0,0,0,0,1,0,0,0
CONDEMNS,0,1,0,0,0,0,0,0
CONDITIONAL,0,0,0,1,0,0,0,0
CONDITIONALLY,0,0,0,1,0,0,0,0
CONDONE,0,1,0,0,0,0,0,0
CONDONED,0,1,0,0,0,0,0,0
CONDUCIVE,0,0,1,0,0,0,0,0
CONFESS,0,1,0,0,0,0,0,0
CONFESSED,0,1,0,0,0,0,0,0
CONFESSES,0,1,0,0,0,0,0,0
CONFESSING,0,1,0,0,0,0,0,0
CONFESSION,0,1,0,0,0,0,0,0
CONFIDENT,0,0,1,0,0,0,0,0
CONFINE,0,1,0,0,0,1,0,0
CONFINED,0,1,0,0,0,1,0,0
CONFINEMENT,0,1,0,0,0,1,0,0
CONFINEMENTS,0,1,0,0,0,0,0,0
CONFINES,0,1,0,0,0,1,0,0
CONFINING,0,1,0,0,0,1,0,0
CONFISCATE,0,1,0,0,0,0,0,0
CONFISCATED,0,1,0,0,0,0,0,0
CONFISCATES,0,1,0,0,0,0,0,0
CONFISCATING,0,1,0,0,0,0,0,0
CONFISCATION,0,1,0,0,0,0,0,0
CONFISCATIONS,0,1,0,0,0,0,0,0
CONFISCATORY,0,0,0,0,1,0,0,0
CONFLICT,0,1,0,0,0,0,0,0
CONFLICTED,0,1,0,0,0,0,0,0
CONFLICTING,0,1,0,0,0,0,0,0
CONFLICTS,0,1,0,0,0,0,0,0
CONFRONT,0,1,0,0,0,0,0,0
CONFRONTATION,0,1,0,0,0,0,0,0
CONFRONTATIONAL,0,1,0,0,0,0,0,0
CONFRONTATIONS,0,1,0,0,0,0,0,0
CONFRONTED,0,1,0,0,0,0,0,0
CONFRONTING,0,1,0,0,0,0,0,0
CONFRONTS,0,1,0,0,0,0,0,0
CONFUSE,0,1,0,0,0,0,0,0
CONFUSED,0,1,0,0,0,0,0,0
CONFUSES,0,1,0,1,0,0,0,0
CONFUSING,0,1,0,1,0,0,0,0
CONFUSINGLY,0,1,0,1,0,0,0,0
CONFUSION,0,1,0,1,0,0,0,0
CONSENT,0,0,0,0,1,0,0,0
CONSENTED,0,0,0,0,1,0,0,0
CONSENTING,0,0,0,0,1,0,0,0
CONSENTS,0,0,0,0,1,0,0,0
CONSERVATORSHIPS,0,0,0,0,1,0,0,0
CONSPIRACIES,0,1,0,0,0,0,0,0
CONSPIRACY,0,1,0,0,0,0,0,0
CONSPIRATOR,0,1,0,0,0,0,0,0
CONSPIRATORIAL,0,1,0,0,0,0,0,0
CONSPIRATORS,0,1,0,0,0,0,0,0
CONSPIRE,0,1,0,0,0,0,0,0
CONSPIRED,0,1,0,0,0,0,0,0
CONSPIRES,0,1,0,0,0,0,0,0
CONSPIRING,0,1,0,0,0,0,0,0
CONSTITUTION,0,0,0,0,1,0,0,0
CONSTITUTIONAL,0,0,0,0,1,0,0,0
CONSTITUTIONALITY,0,0,0,0,1,0,0,0
CONSTITUTIONALLY,0,0,0,0,1,0,0,0
CONSTITUTIONS,0,0,0,0,1,0,0,0
CONSTITUTIVE,0,0,0,0,1,0,0,0
CONSTRAIN,0,0,0,0,0,1,0,0
CONSTRAINED,0,0,0,0,0,1,0,0
CONSTRAINING,0,0,0,0,0,1,0,0
CONSTRAINS,0,0,0,0,0,1,0,0
CONSTRAINT,0,0,0,0,0,1,0,0
CONSTRAINTS,0,0,0,0,0,1,0,0
CONSTRUCTIVE,0,0,1,0,0,0,0,0
CONSTRUCTIVELY,0,0,1,0,0,0,0,0
CONSTRUE,0,0,0,0,1,0,0,0
CONSTRUED,0,0,0,0,1,0,0,0
CONSTRUES,0,0,0,0,1,0,0,0
CONSTRUING,0,0,0,0,1,0,0,0
CONTAMINATED,0,0,0,0,0,0,0,1
CONTEMPT,0,1,0,0,0,0,0,0
CONTEND,0,1,0,0,0,0,0,0
CONTENDED,0,1,0,0,0,0,0,0
CONTENDING,0,1,0,0,0,0,0,0
CONTENDS,0,1,0,0,0,0,0,0
CONTENTION,0,1,0,0,0,0,0,0
CONTENTIONS,0,1,0,0,0,0,0,0
CONTENTIOUS,0,1,0,0,0,0,0,0
CONTENTIOUSLY,0,1,0,0,0,0,0,0
CONTESTABILITY,0,0,0,0,1,0,0,0
CONTESTATION,0,0,0,0,1,0,0,0
CONTESTED,0,1,0,0,0,0,0,0
CONTESTING,0,1,0,0,0,0,0,0
CONTESTS,0,0,0,0,0,0,0,1
CONTINGENCIES,0,0,0,1,0,0,0,0
CONTINGENCY,0,0,0,1,0,0,0,0
CONTINGENT,0,0,0,1,0,0,0,0
CONTINGENTLY,0,0,0,1,0,0,0,0
CONTINGENTS,0,0,0,1,0,0,0,0
CONTRACT,0,0,0,0,1,0,0,0
CONTRACTED,0,0,0,0,1,0,0,0
CONTRACTHOLDER,0,0,0,0,1,0,0,0
CONTRACTHOLDERS,0,0,0,0,1,0,0,0
CONTRACTIBLE,0,0,0,0,1,0,0,0
CONTRACTILE,0,0,0,0,1,0,0,0
CONTRACTING,0,0,0,0,1,0,0,0
CONTRACTION,0,1,0,0,0,0,0,0
CONTRACTIONS,0,1,0,0,0,0,0,0
CONTRACTS,0,0,0,0,1,0,0,0
CONTRACTUAL,0,0,0,0,1,0,0,0
CONTRACTUALLY,0,0,0,0,1,0,0,0
CONTRADICT,0,1,0,0,0,0,0,0
CONTRADICTED,0,1,0,0,0,0,0,0
CONTRADICTING,0,1,0,0,0,0,0,0
CONTRADICTION,0,1,0,0,0,0,0,0
CONTRADICTIONS,0,1,0,0,0,0,0,0
CONTRADICTORY,0,1,0,0,0,0,0,0
CONTRADICTS,0,1,0,0,0,0,0,0
CONTRARY,0,1,0,0,0,0,0,0
CONTRAVENE,0,0,0,0,1,0,0,0
CONTRAVENED,0,0,0,0,1,0,0,0
CONTRAVENES,0,0,0,0,1,0,0,0
CONTRAVENING,0,0,0,0,1,0,0,0
CONTRAVENTION,0,0,0,0,1,0,0,0
CONTRAVENTIONS,0,0,0,0,1,0,0,0
CONTROVERSIAL,0,1,0,0,0,0,0,0
CONTROVERSIES,0,1,0,0,0,0,0,0
CONTROVERSY,0,1,0,0,0,0,0,0
CONTROVERT,0,0,0,0,1,0,0,0
CONTROVERTED,0,0,0,0,1,0,0,0
CONTROVERTING,0,0,0,0,1,0,0,0
CONVENIENS,0,0,0,0,1,0,0,0
CONVEYANCE,0,0,0,0,1,0,0,0
CONVEYANCES,0,0,0,0,1,0,0,0
CONVICT,0,1,0,0,1,0,0,0
CONVICTED,0,1,0,0,1,0,0,0
CONVICTING,0,1,0,0,1,0,0,0
CONVICTION,0,1,0,0,1,0,0,0
CONVICTIONS,0,1,0,0,1,0,0,0
COOPERATED,0,0,0,0,0,0,0,1
CORRECTED,0,1,0,0,0,0,0,0
CORRECTING,0,1,0,0,0,0,0,0
CORRECTION,0,1,0,0,0,0,0,0
CORRECTIONS,0,1,0,0,0,0,0,0
CORRECTS,0,1,0,0,0,0,0,0
CORRELATIVE,0,0,0,0,0,0,1,0
CORRUPT,0,1,0,0,0,0,0,0
CORRUPTED,0,1,0,0,0,0,0,0
CORRUPTING,0,1,0,0,0,0,0,0
CORRUPTION,0,1,0,0,0,0,0,0
CORRUPTIONS,0,1,0,0,0,0,0,0
CORRUPTLY,0,1,0,0,0,0,0,0
CORRUPTNESS,0,1,0,0,0,0,0,0
COSTLY,0,1,0,0,0,0,0,0
COTERMINOUS,0,0,0,0,1,0,0,0
COULD,3,0,0,1,0,0,0,0
COUNSEL,0,0,0,0,1,0,0,0
COUNSELED,0,0,0,0,1,0,0,0
COUNSELLED,0,0,0,0,1,0,0,0
COUNSELS,0,0,0,0,1,0,0,0
COUNTERCLAIM,0,1,0,0,0,0,0,0
COUNTERCLAIMED,0,1,0,0,0,0,0,0
COUNTERCLAIMING,0,1,0,0,0,0,0,0
COUNTERCLAIMS,0,1,0,0,0,0,0,0
COUNTERFEIT,0,1,0,0,0,0,0,0
COUNTERFEITED,0,1,0,0,0,0,0,0
COUNTERFEITER,0,1,0,0,0,0,0,0
COUNTERFEITERS,0,1,0,0,0,0,0,0
COUNTERFEITING,0,1,0,0,0,0,0,0
COUNTERFEITS,0,1,0,0,0,0,0,0
COUNTERMEASURE,0,1,0,0,0,0,0,0
COUNTERMEASURES,0,1,0,0,0,0,0,0
COUNTERSIGNOR,0,0,0,0,1,0,0,0
COUNTERSUED,0,0,0,0,1,0,0,0
COUNTERSUIT,0,0,0,0,1,0,0,0
COUNTERSUITS,0,0,0,0,1,0,0,0
COURT,0,0,0,0,1,0,0,0
COURTEOUS,0,0,1,0,0,0,0,0
COURTROOM,0,0,0,0,1,0,0,0
COURTS,0,0,0,0,1,0,0,0
COVENANT,0,0,0,0,0,1,0,0
COVENANTED,0,0,0,0,0,1,0,0
COVENANTING,0,0,0,0,0,1,0,0
COVENANTS,0,0,0,0,0,1,0,0
CREATIVE,0,0,1,0,0,0,0,0
CREATIVELY,0,0,1,0,0,0,0,0
CREATIVENESS,0,0,1,0,0,0,0,0
CREATIVITY,0,0,1,0,0,0,0,0
CRIME,0,1,0,0,1,0,0,0
CRIMES,0,1,0,0,1,0,0,0
CRIMINAL,0,1,0,0,1,0,0,0
CRIMINALITY,0,0,0,0,1,0,0,0
CRIMINALIZE,0,0,0,0,1,0,0,0
CRIMINALIZING,0,0,0,0,1,0,0,0
CRIMINALLY,0,1,0,0,1,0,0,0
CRIMINALS,0,1,0,0,1,0,0,0
CRISES,0,1,0,0,0,0,0,0
CRISIS,0,1,0,0,0,0,0,0
CRITICAL,0,1,0,0,0,0,0,0
CRITICALLY,0,1,0,0,0,0,0,0
CRITICISM,0,1,0,0,0,0,0,0
CRITICISMS,0,1,0,0,0,0,0,0
CRITICIZE,0,1,0,0,0,0,0,0
CRITICIZED,0,1,0,0,0,0,0,0
CRITICIZES,0,1,0,0,0,0,0,0
CRITICIZING,0,1,0,0,0,0,0,0
CROSSCLAIM,0,0,0,0,1,0,0,0
CROSSCLAIMS,0,0,0,0,1,0,0,0
CROSSROAD,0,0,0,1,0,0,0,0
CROSSROADS,0,0,0,1,0,0,0,0
CRUCIAL,0,1,0,0,0,0,0,0
CRUCIALLY,0,1,0,0,0,0,0,0
CULPABILITY,0,1,0,0,0,0,0,0
CULPABLE,0,1,0,0,0,0,0,0
CULPABLY,0,1,0,0,0,0,0,0
CUMBERSOME,0,1,0,0,0,0,0,0
CURTAIL,0,1,0,0,0,0,0,0
CURTAILED,0,1,0,0,0,0,0,0
CURTAILING,0,1,0,0,0,0,0,0
CURTAILMENT,0,1,0,0,0,0,0,0
CURTAILMENTS,0,1,0,0,0,0,0,0
CURTAILS,0,1,0,0,0,0,0,0
CUT,0,1,0,0,0,0,0,0
CUTBACK,0,1,0,0,0,0,0,0
CUTBACKS,0,1,0,0,0,0,0,0
CYBERATTACK,0,1,0,0,0,0,0,0
CYBERATTACKS,0,1,0,0,0,0,0,0
CYBERBULLYING,0,1,0,0,0,0,0,0
CYBERCRIME,0,1,0,0,0,0,0,0
CYBERCRIMES,0,1,0,0,0,0,0,0
CYBERCRIMINAL,0,1,0,0,0,0,0,0
CYBERCRIMINALS,0,1,0,0,0,0,0,0
DAMAGE,0,1,0,0,0,0,0,0
DAMAGED,0,1,0,0,0,0,0,0
DAMAGES,0,1,0,0,0,0,0,0
DAMAGING,0,1,0,0,0,0,0,0
DAMPEN,0,1,0,0,0,0,0,0
DAMPENED,0,1,0,0,0,0,0,0
DANGER,0,1,0,0,0,0,0,0
DANGEROUS,0,1,0,0,0,0,0,0
DANGEROUSLY,0,1,0,0,0,0,0,0
DANGERS,0,1,0,0,0,0,0,0
DEADLOCK,0,1,0,0,0,0,0,0
DEADLOCKED,0,1,0,0,0,0,0,0
DEADLOCKING,0,1,0,0,0,0,0,0
DEADLOCKS,0,1,0,0,0,0,0,0
DEADWEIGHT,0,1,0,0,0,0,0,0
DEADWEIGHTS,0,1,0,0,0,0,0,0
DEATH,0,0,0,0,0,0,0,1
DEBARMENT,0,1,0,0,0,0,0,0
DEBARMENTS,0,1,0,0,0,0,0,0
DEBARRED,0,1,0,0,0,0,0,0
DEBILITATING,0,0,0,0,0,0,0,1
DECEASED,0,1,0,0,0,0,0,0
DECEDENT,0,0,0,0,1,0,0,0
DECEDENTS,0,0,0,0,1,0,0,0
DECEIT,0,1,0,0,0,0,0,0
DECEITFUL,0,1,0,0,0,0,0,0
DECEITFULNESS,0,1,0,0,0,0,0,0
DECEIVE,0,1,0,0,0,0,0,0
DECEIVED,0,1,0,0,0,0,0,0
DECEIVES,0,1,0,0,0,0,0,0
DECEIVING,0,1,0,0,0,0,0,0
DECEPTION,0,1,0,0,0,0,0,0
DECEPTIONS,0,1,0,0,0,0,0,0
DECEPTIVE,0,1,0,0,0,0,0,0
DECEPTIVELY,0,1,0,0,0,0,0,0
DECLARANT,0,0,0,0,1,0,0,0
DECLINE,0,1,0,0,0,0,0,0
DECLINED,0,1,0,0,0,0,0,0
DECLINES,0,1,0,0,0,0,0,0
DECLINING,0,1,0,0,0,0,0,0
DECONSOLIDATION,0,0,0,0,0,0,1,0
DECREASE,0,0,0,0,0,0,0,1
DECREASES,0,0,0,0,0,0,0,1
DECREASING,0,0,0,0,0,0,0,1
DECREE,0,0,0,0,1,0,0,0
DECREED,0,0,0,0,1,0,0,0
DECREEING,0,0,0,0,1,0,0,0
DECREES,0,0,0,0,1,0,0,0
DEFACE,0,1,0,0,0,0,0,0
DEFACED,0,1,0,0,0,0,0,0
DEFACEMENT,0,1,0,0,0,0,0,0
DEFALCATION,0,0,0,0,1,0,0,0
DEFALCATIONS,0,0,0,0,1,0,0,0
DEFAMATION,0,1,0,0,0,0,0,0
DEFAMATIONS,0,1,0,0,0,0,0,0
DEFAMATORY,0,1,0,0,0,0,0,0
DEFAME,0,1,0,0,0,0,0,0
DEFAMED,0,1,0,0,0,0,0,0
DEFAMES,0,1,0,0,0,0,0,0
DEFAMING,0,1,0,0,0,0,0,0
DEFAULT,0,1,0,0,0,0,0,0
DEFAULTED,0,1,0,0,0,0,0,0
DEFAULTING,0,1,0,0,0,0,0,0
DEFAULTS,0,1,0,0,0,0,0,0
DEFEASANCE,0,0,0,0,1,0,0,0
DEFEASANCES,0,0,0,0,1,0,0,0
DEFEASE,0,0,0,0,1,0,0,0
DEFEASED,0,0,0,0,1,0,0,0
DEFEASEMENT,0,0,0,0,1,0,0,0
DEFEASES,0,0,0,0,1,0,0,0
DEFEASING,0,0,0,0,1,0,0,0
DEFEAT,0,1,0,0,0,0,0,0
DEFEATED,0,1,0,0,0,0,0,0
DEFEATING,0,1,0,0,0,0,0,0
DEFEATS,0,1,0,0,0,0,0,0
DEFECT,0,1,0,0,0,0,0,0
DEFECTIVE,0,1,0,0,0,0,0,0
DEFECTIVELY,0,0,0,0,1,0,0,0
DEFECTS,0,1,0,0,0,0,0,0
DEFEND,0,1,0,0,0,0,0,0
DEFENDABLE,0,0,0,0,1,0,0,0
DEFENDANT,0,1,0,0,1,0,0,0
DEFENDANTS,0,1,0,0,1,0,0,0
DEFENDED,0,1,0,0,0,0,0,0
DEFENDING,0,1,0,0,0,0,0,0
DEFENDS,0,1,0,0,0,0,0,0
DEFENSIVE,0,1,0,0,0,0,0,0
DEFER,0,1,0,0,0,0,0,0
DEFERENCE,0,0,0,0,1,0,0,0
DEFICIENCIES,0,1,0,0,0,0,0,0
DEFICIENCY,0,1,0,0,0,0,0,0
DEFICIENT,0,1,0,0,0,0,0,0
DEFICIT,0,1,0,0,0,0,0,0
DEFICITS,0,1,0,0,0,0,0,0
DEFINITELY,1,0,0,0,0,0,0,0
DEFINITIVELY,1,0,0,0,0,0,0,0
DEFRAUD,0,1,0,0,0,0,0,0
DEFRAUDED,0,1,0,0,0,0,0,0
DEFRAUDING,0,1,0,0,0,0,0,0
DEFRAUDS,0,1,0,0,0,0,0,0
DEFUNCT,0,1,0,0,0,0,0,0
DEGRADATION,0,1,0,0,0,0,0,0
DEGRADATIONS,0,1,0,0,0,0,0,0
DEGRADE,0,1,0,0,0,0,0,0
DEGRADED,0,1,0,0,0,0,0,0
DEGRADES,0,1,0,0,0,0,0,0
DEGRADING,0,1,0,0,0,0,0,0
DELAY,0,1,0,0,0,0,0,0
DELAYED,0,1,0,0,0,0,0,0
DELAYING,0,1,0,0,0,0,0,0
DELAYS,0,1,0,0,0,0,0,0
DELEGABLE,0,0,0,0,1,0,0,0
DELEGATABLE,0,0,0,0,1,0,0,0
DELEGATEE,0,0,0,0,1,0,0,0
DELEGEES,0,0,0,0,1,0,0,0
DELETERIOUS,0,1,0,0,0,0,0,0
DELIBERATE,0,1,0,0,0,0,0,0
DELIBERATED,0,1,0,0,0,0,0,0
DELIBERATELY,0,1,0,0,0,0,0,0
DELIGHT,0,0,1,0,0,0,0,0
DELIGHTED,0,0,1,0,0,0,0,0
DELIGHTFUL,0,0,1,0,0,0,0,0
DELIGHTFULLY,0,0,1,0,0,0,0,0
DELIGHTING,0,0,1,0,0,0,0,0
DELIGHTS,0,0,1,0,0,0,0,0
DELINEATION,0,0,0,0,0,0,1,0
DELINQUENCIES,0,1,0,0,0,0,0,0
DELINQUENCY,0,1,0,0,0,0,0,0
DELINQUENT,0,1,0,0,0,0,0,0
DELINQUENTLY,0,1,0,0,0,0,0,0
DELINQUENTS,0,1,0,0,0,0,0,0
DELIST,0,1,0,0,0,0,0,0
DELISTED,0,1,0,0,0,0,0,0
DELISTING,0,1,0,0,0,0,0,0
DELISTS,0,1,0,0,0,0,0,0
DEMISE,0,1,0,0,0,0,0,0
DEMISED,0,1,0,0,0,0,0,0
DEMISES,0,1,0,0,0,0,0,0
DEMISING,0,1,0,0,0,0,0,0
DEMOLISH,0,1,0,0,0,0,0,0
DEMOLISHED,0,1,0,0,0,0,0,0
DEMOLISHES,0,1,0,0,0,0,0,0
DEMOLISHING,0,1,0,0,0,0,0,0
DEMOLITION,0,1,0,0,0,0,0,0
DEMOLITIONS,0,1,0,0,0,0,0,0
DEMONSTRABLE,0,0,0,0,0,0,1,0
DEMONSTRABLY,0,0,0,0,0,0,1,0
DEMOTE,0,1,0,0,0,0,0,0
DEMOTED,0,1,0,0,0,0,0,0
DEMOTES,0,1,0,0,0,0,0,0
DEMOTING,0,1,0,0,0,0,0,0
DEMOTION,0,1,0,0,0,0,0,0
DEMOTIONS,0,1,0,0,0,0,0,0
DEMURRED,0,0,0,0,1,0,0,0
DEMURRER,0,0,0,0,1,0,0,0
DEMURRERS,0,0,0,0,1,0,0,0
DEMURRING,0,0,0,0,1,0,0,0
DEMURS,0,0,0,0,1,0,0,0
DENIAL,0,1,0,0,0,0,0,0
DENIALS,0,1,0,0,0,0,0,0
DENIED,0,1,0,0,0,0,0,0
DENIES,0,1,0,0,0,0,0,0
DENIGRATE,0,1,0,0,0,0,0,0
DENIGRATED,0,1,0,0,0,0,0,0
DENIGRATES,0,1,0,0,0,0,0,0
DENIGRATING,0,1,0,0,0,0,0,0
DENIGRATION,0,1,0,0,0,0,0,0
DENY,0,1,0,0,0,0,0,0
DENYING,0,1,0,0,0,0,0,0
DEPEND,3,0,0,1,0,1,0,0
DEPENDABILITY,0,0,1,0,0,0,0,0
DEPENDABLE,0,0,1,0,0,0,0,0
DEPENDANCE,0,0,0,0,0,1,0,0
DEPENDANCES,0,0,0,0,0,1,0,0
DEPENDANT,0,0,0,0,0,1,0,0
DEPENDED,3,0,0,1,0,0,0,0
DEPENDENCE,0,0,0,1,0,0,0,0
DEPENDENCIES,0,0,0,1,0,1,0,0
DEPENDENCY,0,0,0,1,0,0,0,0
DEPENDENT,0,0,0,1,0,1,0,0
DEPENDING,3,0,0,1,0,1,0,0
DEPENDS,3,0,0,1,0,1,0,0
DEPLETE,0,1,0,0,0,0,0,0
DEPLETED,0,1,0,0,0,0,0,0
DEPLETES,0,1,0,0,0,0,0,0
DEPLETING,0,1,0,0,0,0,0,0
DEPLETION,0,1,0,0,0,0,0,0
DEPLETIONS,0,1,0,0,0,0,0,0
DEPOSE,0,0,0,0,1,0,0,0
DEPOSED,0,0,0,0,1,0,0,0
DEPOSES,0,0,0,0,1,0,0,0
DEPOSING,0,0,0,0,1,0,0,0
DEPOSITION,0,0,0,0,1,0,0,0
DEPOSITIONAL,0,0,0,0,1,0,0,0
DEPOSITIONS,0,0,0,0,1,0,0,0
DEPRECATION,0,1,0,0,0,0,0,0
DEPRESS,0,1,0,0,0,0,0,0
DEPRESSED,0,1,0,0,0,0,0,0
DEPRESSES,0,1,0,0,0,0,0,0
DEPRESSING,0,1,0,0,0,0,0,0
DEPRIVATION,0,1,0,0,0,0,0,0
DEPRIVE,0,1,0,0,0,0,0,0
DEPRIVED,0,1,0,0,0,0,0,0
DEPRIVES,0,1,0,0,0,0,0,0
DEPRIVING,0,1,0,0,0,0,0,0
DERECOGNIZED,0,0,0,0,0,0,1,0
DERECOGNIZES,0,0,0,0,0,0,1,0
DERELICT,0,1,0,0,0,0,0,0
DERELICTION,0,1,0,0,0,0,0,0
DERIVATIVELY,0,0,0,0,0,0,1,0
DEROGATE,0,0,0,0,1,0,0,0
DEROGATED,0,0,0,0,1,0,0,0
DEROGATES,0,0,0,0,1,0,0,0
DEROGATING,0,0,0,0,1,0,0,0
DEROGATION,0,0,0,0,1,0,0,0
DEROGATIONS,0,0,0,0,1,0,0,0
DEROGATORY,0,1,0,0,0,0,0,0
DESIGNATOR,0,0,0,0,1,0,0,0
DESIRABLE,0,0,1,0,0,0,0,0
DESIRED,0,0,1,0,0,0,0,0
DESIST,0,0,0,0,1,0,0,0
DESPITE,0,0,1,0,0,0,0,0
DESTABILIZATION,0,1,0,0,0,0,0,0
DESTABILIZE,0,1,0,0,0,0,0,0
DESTABILIZED,0,1,0,0,0,0,0,0
DESTABILIZING,0,1,0,1,0,0,0,0
DESTINED,0,0,1,0,0,0,0,0
DESTROY,0,1,0,0,0,0,0,0
DESTROYED,0,1,0,0,0,0,0,0
DESTROYER,0,0,0,0,0,0,0,1
DESTROYING,0,1,0,0,0,0,0,0
DESTROYS,0,1,0,0,0,0,0,0
DESTRUCTION,0,1,0,0,0,0,0,0
DESTRUCTIVE,0,1,0,0,0,0,0,0
DETAIN,0,1,0,0,0,0,0,0
DETAINED,0,1,0,0,0,0,0,0
DETAINER,0,0,0,0,1,0,0,0
DETENTION,0,1,0,0,0,0,0,0
DETENTIONS,0,1,0,0,0,0,0,0
DETER,0,1,0,0,0,0,0,0
DETERIORATE,0,1,0,0,0,0,0,0
DETERIORATED,0,1,0,0,0,0,0,0
DETERIORATES,0,1,0,0,0,0,0,0
DETERIORATING,0,1,0,0,0,0,0,0
DETERIORATION,0,1,0,0,0,0,0,0
DETERIORATIONS,0,1,0,0,0,0,0,0
DETERRED,0,1,0,0,0,0,0,0
DETERRENCE,0,1,0,0,0,0,0,0
DETERRENCES,0,1,0,0,0,0,0,0
DETERRENT,0,1,0,0,0,0,0,0
DETERRENTS,0,1,0,0,0,0,0,0
DETERRING,0,1,0,0,0,0,0,0
DETERS,0,1,0,0,0,0,0,0
DETRACT,0,1,0,0,0,0,0,0
DETRACTED,0,1,0,0,0,0,0,0
DETRACTING,0,1,0,0,0,0,0,0
DETRIMENT,0,1,0,0,0,0,0,0
DETRIMENTAL,0,1,0,0,0,0,0,0
DETRIMENTALLY,0,1,0,0,0,0,0,0
DETRIMENTS,0,1,0,0,0,0,0,0
DEVALUE,0,1,0,0,0,0,0,0
DEVALUED,0,1,0,0,0,0,0,0
DEVALUES,0,1,0,0,0,0,0,0
DEVALUING,0,1,0,0,0,0,0,0
DEVASTATE,0,1,0,0,0,0,0,0
DEVASTATED,0,1,0,0,0,0,0,0
DEVASTATING,0,1,0,0,0,0,0,0
DEVASTATION,0,1,0,0,0,0,0,0
DEVIATE,0,1,0,1,0,0,0,0
DEVIATED,0,1,0,1,0,0,0,0
DEVIATES,0,1,0,1,0,0,0,0
DEVIATING,0,1,0,1,0,0,0,0
DEVIATION,0,1,0,1,0,0,0,0
DEVIATIONS,0,1,0,1,0,0,0,0
DEVISEES,0,0,0,0,1,0,0,0
DEVOLVE,0,1,0,0,0,0,0,0
DEVOLVED,0,1,0,0,0,0,0,0
DEVOLVES,0,1,0,0,0,0,0,0
DEVOLVING,0,1,0,0,0,0,0,0
DIAGNOSED,0,0,0,0,0,0,0,1
DICTATE,0,0,0,0,0,1,0,0
DICTATED,0,0,0,0,0,1,0,0
DICTATES,0,0,0,0,0,1,0,0
DICTATING,0,0,0,0,0,1,0,0
DIE,0,0,0,0,0,0,0,1
DIED,0,0,0,0,0,0,0,1
DIES,0,0,0,0,0,0,0,1
DIFFER,0,0,0,1,0,0,0,0
DIFFERED,0,0,0,1,0,0,0,0
DIFFERING,0,0,0,1,0,0,0,0
DIFFERS,0,0,0,1,0,0,0,0
DIFFICULT,0,1,0,0,0,0,0,0
DIFFICULTIES,0,1,0,0,0,0,0,0
DIFFICULTLY,0,1,0,0,0,0,0,0
DIFFICULTY,0,1,0,0,0,0,0,0
DILIGENT,0,0,1,0,0,0,0,0
DILIGENTLY,0,0,1,0,0,0,0,0
DIMINISH,0,1,0,0,0,0,0,0
DIMINISHED,0,1,0,0,0,0,0,0
DIMINISHES,0,1,0,0,0,0,0,0
DIMINISHING,0,1,0,0,0,0,0,0
DIMINUTION,0,1,0,0,0,0,0,0
DIRECTIVE,0,0,0,0,0,1,0,0
DIRECTIVES,0,0,0,0,0,1,0,0
DISABLED,0,0,0,0,0,0,0,1
DISADVANTAGE,0,1,0,0,0,0,0,0
DISADVANTAGED,0,1,0,0,0,0,0,0
DISADVANTAGEOUS,0,1,0,0,0,0,0,0
DISADVANTAGES,0,1,0,0,0,0,0,0
DISAFFILIATION,0,1,0,0,1,0,0,0
DISAFFIRM,0,0,0,0,1,0,0,0
DISAFFIRMANCE,0,0,0,0,1,0,0,0
DISAFFIRMED,0,0,0,0,1,0,0,0
DISAFFIRMS,0,0,0,0,1,0,0,0
DISAGREE,0,1,0,0,0,0,0,0
DISAGREEABLE,0,1,0,0,0,0,0,0
DISAGREED,0,1,0,0,0,0,0,0
DISAGREEING,0,1,0,0,0,0,0,0
DISAGREEMENT,0,1,0,0,0,0,0,0
DISAGREEMENTS,0,1,0,0,0,0,0,0
DISAGREES,0,1,0,0,0,0,0,0
DISALLOW,0,1,0,0,0,0,0,0
DISALLOWANCE,0,1,0,0,0,0,0,0
DISALLOWANCES,0,1,0,0,0,0,0,0
DISALLOWED,0,1,0,0,0,0,0,0
DISALLOWING,0,1,0,0,0,0,0,0
DISALLOWS,0,1,0,0,0,0,0,0
DISAPPEAR,0,1,0,0,0,0,0,0
DISAPPEARANCE,0,1,0,0,0,0,0,0
DISAPPEARANCES,0,1,0,0,0,0,0,0
DISAPPEARED,0,1,0,0,0,0,0,0
DISAPPEARING,0,1,0,0,0,0,0,0
DISAPPEARS,0,1,0,0,0,0,0,0
DISAPPOINT,0,1,0,0,0,0,0,0
DISAPPOINTED,0,1,0,0,0,0,0,0
DISAPPOINTING,0,1,0,0,0,0,0,0
DISAPPOINTINGLY,0,1,0,0,0,0,0,0
DISAPPOINTMENT,0,1,0,0,0,0,0,0
DISAPPOINTMENTS,0,1,0,0,0,0,0,0
DISAPPOINTS,0,1,0,0,0,0,0,0
DISAPPROVAL,0,1,0,0,0,0,0,0
DISAPPROVALS,0,1,0,0,0,0,0,0
