,link,headline,summary,date
4448,http://query.nytimes.com/gst/fullpage.html?res=9C00EFDF153AF935A35755C0A9669D8B63,"Paid Notice: Deaths BROWN, HIMAN","BROWN--Himan, 99, died peacefully at his home in Manhattan on Friday June 4th 2010 at 8:13pm. He was Father to Barry Kenneth Brown of California and Hilda Joan Brown of Arizona. Grandfather to Melina Celeste Brown and Barrie Kristen Brown. Beloved great-grandfather ""Papa Hymie"" to William Samuel Brown, Zoe Judith Mildred Sansted, Zachary Dakota Aloysius Sansted and Zia Eva Dora Sansted, all of Connecticut, he was also father-in-law to Judith Ann Brown of Manhattan. He was the Widow of Mildred Brown and Shirley Goodman. He was preceded in death by his parents Samuel Brown and Dora Arkis Brown who were immigrants from Odessa, Russia, His brothers Mende Brown and Nathan Brown. He also leaves behind his beloved caretaker Zulfiya Ziyakhodjaev, who gave structure, meaning, and love to his final years, his great friend and doctor Cameron Hernandez of Mt Sinai Visiting Doctors, who he admired as a doctor and loved as a friend, a neighborhood full of people who loved him, and a bustling building full of devoted staff who were more than just that to him; they looked out for him, listened to him and enabled him to remain the independent guy that he was until the very end. He was a member of the community of North Stamford, CT, where he spent every weekend and most summers for his entire life, and he leaves behind a group of friends there who have been a tremendous foundation, providing a retreat to a very intense and creative mind. He also leaves a wonderful, talented, and devoted group of actors who he has worked with for years and who have remained his loyal friends and creative inspiration throughout more years than any may want to admit. He surely joins those who left this earth before him at some heavenly table-reading, throwing a cue, joking with Zero, and listening to Mercy growl out a laugh. He grew up in the Brownsville section of Brooklyn, fluent in Yiddish, and only learned English upon his entry into public school. Steeped in music and great classics, he played violin, and excelled intellectually, while attending Boy's High School with the likes of Bugsy Seigel and The Amboy Dukes. He attended Brooklyn College and Brooklyn Law School graduating as valedictorian with a law degree in 1931, but acting was his great passion, and he already was producing and performing in live theater, Catskills revues, and on the fast growing medium of radio. Legendary creator, producer, director of radio drama, beginning in 1927 with the Hi Brow Readings, he was a one man show, often seen riding a horse in Central Park or walking the country roads of his Stamford, CT retreat while editing scripts with a red pencil, he was a mysterious figure to many but a regular guy to those that knew him. Some of his notable series include The Rise of the Goldbergs, Dick Tracy, Adventures of the Thin Man, Inner Sanctum Mysteries, Grand central Station, and the Peabody Winning CBS Radio Mystery Theater. In the 1950s he bought Players Studios at 221 West 26th Street, now Chelsea Studios, to produce his shows. He was a Founding Member of the Director's Guild of America, proud AFTRA member, a philanthropist and founder of The Radio Drama Network to propagate the spoken word, and was devoted to health care causes and the issues facing people over 50. He was a proud liberal, intellectual, art collector, and legendarily frugal. A member of the Radio Hall of Fame, Brown is the recipient of the American Broadcast Pioneer and the Peabody Award. Brown has taught audio drama at Brooklyn College and the School of Visual Arts. He has lived at the same apartment on Central Park West since 1938. He was awarded a doctorate of Humane Letters by Brooklyn College in 2003. Services will be private, The family urges that in Lieu of flowers donations be sent to the Visiting Doctors of Mt Sinai, Attn: Dr Cameron Hernandez, 5 East 102nd Street, New York, NY 10029.",
4444,http://query.nytimes.com/gst/fullpage.html?res=9801E0DB1E30F93BA35754C0A9669D8B63,What's On Today,"8 P.M. (TCM) TCM SPOTLIGHT: TEEN MOVIES Turner Classic Movies extols the allure of sand and surf with an all-night festival that begins with ''Gidget'' (1959), starring Sandra Dee (above, with James Darren, center, and Cliff Robertson) as a small but mighty California girl who dreams of riding endless waves with a gang of surfers, including the very groovy Moondoggie, played by Mr. Darren. Mr. Robertson is the Big Kahoona, the older beach bum all the youngsters idolize. The lineup continues with a Frankie Avalon-Annette Funicello double bill, ''Beach Blanket Bingo'' (1965), at 10, and ''Bikini Beach'' (1964), at midnight. ''Where the Boys Are'' (1960), with Dolores Hart, Yvette Mimieux, Paula Prentiss, Connie Francis (who also crooned the theme song) and George Hamilton as college coeds looking for love during spring break in Fort Lauderdale, Fla., follows at 2 a.m. And ''Girl Happy'' (1965), starring Elvis Presley as a rock singer hired to chaperone a gangster's daughter (Shelley Fabares) on her first Florida holiday, wraps things up at 4 a.m. 8 P.M. (CBS) BIG BROTHER The series begins a 12th season by introducing 13 new houseguests into a camera- and microphone-loaded Los Angeles home where the goal of one of the 13 is to wreak havoc on the other contestants. The last houseguest standing after weekly eliminations will pocket $500,000. Julie Chen hosts.",
4442,http://query.nytimes.com/gst/fullpage.html?res=9906E3DE153AF934A35755C0A9669D8B63,"Paid Notice: Deaths BROWN, HIMAN","BROWN--Himan, 99, died peacefully at his home in Manhattan on Friday June 4th 2010 at 8:13pm. He was Father to Barry Kenneth Brown of California and Hilda Joan Brown of Arizona. Grandfather to Melina Celeste Brown and Barrie Kristen Brown. Beloved great-grandfather ""Papa Hymie"" to William Samuel Brown, Zoe Judith Mildred Sansted, Zachary Dakota Aloysius Sansted and Zia Eva Dora Sansted, all of Connecticut, he was also father-in-law to Judith Ann Brown of Manhattan. He was the Widow of Mildred Brown and Shirley Goodman. He was preceded in death by his parents Samuel Brown and Dora Arkis Brown who were immigrants from Odessa, Russia, His brothers Mende Brown and Nathan Brown. He also leaves behind his beloved caretaker Zulfiya Ziyakhodjaev, who gave structure, meaning, and love to his final years, his great friend and doctor Cameron Hernandez of Mt Sinai Visiting Doctors, who he admired as a doctor and loved as a friend, a neighborhood full of people who loved him, and a bustling building full of devoted staff who were more than just that to him; they looked out for him, listened to him and enabled him to remain the independent guy that he was until the very end. He was a member of the community of North Stamford, CT, where he spent every weekend and most summers for his entire life, and he leaves behind a group of friends there who have been a tremendous foundation, providing a retreat to a very intense and creative mind. He also leaves a wonderful, talented, and devoted group of actors who he has worked with for years and who have remained his loyal friends and creative inspiration throughout more years than any may want to admit. He surely joins those who left this earth before him at some heavenly table-reading, throwing a cue, joking with Zero, and listening to Mercy growl out a laugh. He grew up in the Brownsville section of Brooklyn, fluent in Yiddish, and only learned English upon his entry into public school. Steeped in music and great classics, he played violin, and excelled intellectually, while attending Boy's High School with the likes of Bugsy Seigel and The Amboy Dukes. He attended Brooklyn College and Brooklyn Law School graduating as valedictorian with a law degree in 1931, but acting was his great passion, and he already was producing and performing in live theater, Catskills revues, and on the fast growing medium of radio. Legendary creator, producer, director of radio drama, beginning in 1927 with the Hi Brow Readings, he was a one man show, often seen riding a horse in Central Park or walking the country roads of his Stamford, CT retreat while editing scripts with a red pencil, he was a mysterious figure to many but a regular guy to those that knew him. Some of his notable series include The Rise of the Goldbergs, Dick Tracy, Adventures of the Thin Man, Inner Sanctum Mysteries, Grand central Station, and the Peabody Winning CBS Radio Mystery Theater. In the 1950s he bought Players Studios at 221 West 26th Street, now Chelsea Studios, to produce his shows. He was a Founding Member of the Director's Guild of America, proud AFTRA member, a philanthropist and founder of The Radio Drama Network to propagate the spoken word, and was devoted to health care causes and the issues facing people over 50. He was a proud liberal, intellectual, art collector, and legendarily frugal. A member of the Radio Hall of Fame, Brown is the recipient of the American Broadcast Pioneer and the Peabody Award. Brown has taught audio drama at Brooklyn College and the School of Visual Arts. He has lived at the same apartment on Central Park West since 1938. He was awarded a doctorate of Humane Letters by Brooklyn College in 2003. Services will be private, The family urges that in Lieu of flowers donations be sent to the Visiting Doctors of Mt Sinai, Attn: Dr Cameron Hernandez, 5 East 102nd Street, New York, NY 10029.",
4436,http://query.nytimes.com/gst/fullpage.html?res=9406E2D71438F937A25752C1A9669D8B63,A Parallel Universe To TV and Movies: Series on the Web,"HAS any art form -- or entertainment category or visual medium or whatever you want to call it -- grown so large so fast as the online serial, while remaining so consistently outside the mainstream cultural conversation? Quick, name a Web series. We'll wait. Did you come up with ''lonelygirl15''? Two years after that initial series ended, it's probably still the best known online serial -- not because of its quality, but because of the fuss when it was revealed to be fiction.",
4435,http://query.nytimes.com/gst/fullpage.html?res=9B07E1DF1730F932A05752C0A9669D8B63,What's On Sunday,"8 P.M. (CBS) THE 52ND ANNUAL GRAMMY AWARDS ''Music's Biggest Night'' pulls out the stops with performances by Jamie Foxx and T-Pain with Slash and Doug E. Fresh, and Drake, Eminem and Lil Wayne with Travis Barker; a tribute to the guitar virtuoso Les Paul by Jeff Beck and Imelda May; a collaboration between the cast of the Broadway-bound musical ''American Idiot'' and Green Day, the band whose songs make up the show's score; a 3-D salute to Michael Jackson with Céline Dion, Jennifer Hudson, Smokey Robinson, Carrie Underwood and Usher; and a fund-raising segment on behalf of Haiti with Mary J. Blige and Andrea Bocelli. The acts whose records are the five album-of-the-year nominees -- Beyoncé, above, the Black Eyed Peas, Lady Gaga, the Dave Matthews Band and Taylor Swift -- will also take the stage at the Staples Center in Los Angeles. T-Pain and Keith Urban lead the nominations with four each, followed by Mr. Foxx and Eminem with three, and Drake with two. 10 A.M. (5) FOX NEWS SUNDAY WITH CHRIS WALLACE Guests include Senator Lamar Alexander, Republican of Tennessee, and Senator Evan Bayh, Democrat of Indiana.",
4434,http://query.nytimes.com/gst/fullpage.html?res=9900E2D81039F93AA35754C0A9669D8B63,What's On Today,"10 P.M. (BBC America) THE GREAT FOOTBALL GIVEAWAY In 2000 Paul Clarke, an advertising executive, and his wife, Sarah, were visiting Malawi on a holiday when they noticed children playing with makeshift soccer balls made of layers of plastic bags bound together with string. The Clarkes vowed to return with real soccer balls. Since founding their charity, the Great Football Giveaway, in 2006, they have hand-delivered tens of thousands of soccer balls to impoverished children in Malawi, Uganda, Angola, Rwanda and Congo. This documentary tells the couple's story while celebrating the joy found in the simple act of kicking a ball around. ''I accepted that I'm not a doctor who can administer anti-retroviral drugs, I can't build wells and I'm not an engineer,'' Mr. Clarke has said of his endeavors. ''But I could find a way to help put smiles on kids' faces'' -- and perhaps save lives at the same time. With the help of the Clarkes' charity, a soccer program is being used to help rehabilitate child soldiers in Congo. 7 P.M. (National Geographic) NAT GEO AMAZING! Starting with ''Killer Swarms and Urban Penguins,'' this new series explores some of nature's surprising wonders.",
4430,http://query.nytimes.com/gst/fullpage.html?res=9C06E7DA1531F93BA3575BC0A9669D8B63,What's On Sunday,"6 A.M. (TCM) SUMMER UNDER THE STARS: BOB HOPE Vaudevillian, U.S.O. Ambassador of Goodwill and all-out funny guy, Hope topped more than a few polls of the 20th century's greatest entertainers. This 14-film tribute begins with ''Bachelor in Paradise'' (1961), in which he plays an expert on love who causes trouble when assigned to write about sex in suburbia. In the middle of the retrospective, Bing Crosby and Dorothy Lamour join Hope in five of the seven ''Road'' films the three made: ''Road to Singapore'' (1940), at 1:15 p.m.; ''Road to Zanzibar'' (above, with Hope, left, and Crosby, from 1941), at 2:45; ''Road to Utopia'' (1946), at 4:30; ''Road to Bali'' (1952), at 6:15; and ''Road to Morocco'' (1942), at 8. The celebration ends with ''Call Me Bwana'' (1963), at 4:15 a.m. on Monday, in which Hope, as a famous anthropologist who is really a fraud, hunts and golfs his way across Africa as he searches for a lost moon capsule. 10 A.M. (Fox) FOX NEWS SUNDAY WITH CHRIS WALLACE Governor Mitch Daniels of Indiana discusses the 2012 presidential election; Theodore B. Olson, one of the lawyers for the plaintiffs, talks about the ruling on Wednesday by a federal judge in San Francisco that struck down California's voter-approved ban on same-sex marriage.",
4458,http://query.nytimes.com/gst/fullpage.html?res=9F02E4D71230F930A35751C1A9669D8B63,Groupon's Biggest Deal Could Transform City's Tech Start-Ups,"Chicago has been home to far bigger transactions than the one being discussed between Google and Groupon. But few, if any, have had as much riding on it for the city as this $6 billion deal does. Groupon, a Chicago company coveted for its ability to mobilize millions of people online to buy local products, offers steep daily discounts to consumers on an array of products and services. If the Google-Groupon deal is completed, Groupon will be one of the country's biggest start-up success stories and one likely to spur a frenzy of new investment in Internet-based companies, including more in sometimes-overlooked Chicago.",
4516,http://query.nytimes.com/gst/fullpage.html?res=980DE4DA123AF932A25752C0A9669D8B63,"Paid Notice: Deaths PAPES, THEODORE CONSTANTINE, JR.","PAPES--Theodore Constantine, Jr.,81, died peacefully in his sleep on January 8, 2010. He will be forever known as a loving husband, father, grandfather, philanthropist, and executive. Mr. Papes was the founding President and CEO of Prodigy Services Company, which began as a joint venture of IBM, Sears, and CBS in 1988. He began his career as an IBM salesman in 1952, and ultimately became a Senior Vice-President and Group Executive, Director General of IBM Europe/Middle East/Africa, and President of Systems Product Development Division. Born in Gary, Indiana, ""Ted"" was the son of Theodore Constantine and Mary Di Paola Papes, immigrants from Greece and Italy, respectively. Ted served in the U.S. Navy as an aviation electronics technician after graduating from Horace Mann High School in Gary. He then enrolled in his alma mater, the University of Michigan, on the G.I. Bill where he graduated Phi Beta Kappa in 1952 with a BA in economics. He was an avid member of the Alpha Delta Phi fraternity and became Sports Editor for the ""Michigan Daily"". His memory and legacy will be kept alive by his adored wife of 54 years, Centes Morrill Papes, his children Matthew (Deborah) Papes, Thaddeus (Valita) Papes, Daniel (Christina) Papes and Karin (Cyril) Cabral, ten grandchildren, and many dear friends. Ted will be remembered as a compassionate leader, mentor, and coach. His greatest loves were his wife Centes, his family, the Michigan Wolverines, his Catholic faith, photography, the Adirondack mountains, barbershop and choral singing, and fishing and skiing with his wife and children. Visitation will be at Beecher Funeral Home, Pleasantville on Tuesday 2-4 and 7-9pm. Funeral service will be held at the Church of St John and St. Mary, Chappaqua on Wednesday at 11am. In lieu of flowers, the family requests that donations be made to San Miguel Academy of Newburgh, 241 Liberty Street, Newburgh, NY 12550, The Boys and Girls Club of Northern Westchester, 351 Main Street, Mount Kisco, NY 10549 and The Northern Westchester Hospital Center, 400 East Main Street, Mt. Kisco, NY 10549. Beecher Funeral Home, Inc., 418 Bedford Road, Pleasantville, NY 914-769-0001.",
4517,http://query.nytimes.com/gst/fullpage.html?res=9401E2D81331F936A35755C0A9669D8B63,What's On Today,"9 P.M. (Starz) DISTRICT 9 (2009) After a giant spacecraft stalls over Johannesburg, its inhabitants are placed in a squalid refugee camp, where they live for the next 20 years. Despite evidence that they are members of an advanced civilization, they are looked down upon by South Africans of all races and subjected to a heinous agenda of corporate greed in a program overseen by an executive played by Sharlto Copley, above. Writing in The New York Times, A. O. Scott said of this ''smart, swift'' film from Neill Blomkamp: ''Not that the metaphorical resonances of 'District 9' aren't rich and thought provoking. But the filmmakers don't draw them out with a heavy, didactic hand. Instead, in the best B-movie tradition, they embed their ideas in an ingenious, propulsive and suspenseful genre entertainment, one that respects your intelligence even as it makes your eyes pop (and, once in a while, your stomach turn).'' The film was nominated for four Oscars, including best picture. 8 P.M. (CBS) THREE RIVERS In this series about Pittsburgh transplant surgeons, which is returning from hiatus, Dr. Andy Yablonski (Alex O'Loughlin) tells a woman that she needs a new heart to save her unborn child and herself. But the donor's family has second thoughts.",
4518,http://query.nytimes.com/gst/fullpage.html?res=9D02E1DF113EF937A35755C0A9669D8B63,What's On Today,"9 P.M. (Animal Planet) WHALE WARS The Sea Shepherds, above, return with more ships -- including the Bob Barker, christened for the host of ''The Price Is Right,'' who donated the money for it -- larger crews and greater determination. Their Whale Defense Campaign takes them on a three-month journey to the South Ocean to stop whaling that the group asserts is illegal and exploits a loophole in international ocean law. At the heart of this series's third season is the imprisonment of Capt. Pete Bethune, whose ship, the Ady Gil, sank after colliding with the Shonan Maru 2 whaling vessel on Jan. 6. In February Captain Bethune was arrested after he boarded the Shonan Maru 2, tried to make a citizen's arrest of the captain and presented him with a $3 million bill for damages. Captain Bethune is now awaiting trial in Tokyo and could be sentenced to 15 years in prison. In the meantime, the Shepherds say that their 2010 Antarctic Defense Campaign has saved 528 whales. 8 P.M. (ABC) THE 2010 SCRIPPS NATIONAL SPELLING BEE More than 270 champion spellers, ages 8 to 15, from the United States, as well as American territories and schools around the world, will converge in Washington to test their abilities. Chris Harrison hosts this two-hour final round. Semifinal rounds will be broadcast live on ESPN, starting at 10 a.m.",
4619,http://query.nytimes.com/gst/fullpage.html?res=9B04E3D7153EF933A25757C0A9669D8B63,What's On Today,"9 P.M. (Starz) JULIE & JULIA (2009) Meryl Streep, right, plays the chef Julia Child in yet another of her Oscar-nominated performances. Amy Adams is Julie Powell, an unhappy cubicle worker who tries to salvage her life by working her way through Child's ''Mastering the Art of French Cooking'' in a year and blogging about it. Nora Ephron wrote and directed this film, which is based on two memoirs: ''My Life in France'' by Child and Alex Prud'homme, and ''Julie & Julia'' by Ms. Powell. Writing in The New York Times, Manohla Dargis said of Ms. Streep: ''By now this actress has exhausted every superlative that exists and to suggest that she has outdone herself is only to say that she's done it again. Her performance goes beyond physical imitation, though she has the rounded shoulders and the fluting voice down perfectly.'' Instead of overshadowing the original, she added, ''Ms. Streep's incarnation of Julia Child has the opposite effect, making the real Julia, who died in 2004, more vivid, more alive, than ever.'' And though Ms. Adams may have been outmatched by Ms. Streep, Ms. Dargis called Stanley Tucci, as Child's husband, Paul, impeccable. 10:30 A.M. (13) RELIGION & ETHICS NEWSWEEKLY Deborah Roberts reports on a program at Good Shepherd Lutheran Church in Raleigh, N.C., where parishioners train to become Stephen Ministers, named for St. Stephen, who cared for the poor. In other segments Kim Lawton looks at the American financing of development projects in Sudan, and Bob Abernethy interviews the Rev. Richard Cizik about the role of religion in the push for nuclear arms reduction.",
4613,http://query.nytimes.com/gst/fullpage.html?res=9F03EFDE1F39F936A25757C0A9669D8B63,What's On Today,"9 P.M. (NBC) SATURDAY NIGHT LIVE IN THE 2000s: TIME AND AGAINTina Fey, Will Ferrell, Jimmy Fallon, Bill Hader, Chris Kattan, Seth Meyers, Tracy Morgan, Amy Poehler, Andy Samberg and Kristen Wiig reflect on the show's place in the 21st century in this retrospective of clips, backstage anecdotes and interviews. Alec Baldwin (second from right above with, from left, Mike Myers, Mr. Fallon and Horatio Sanz), who has hosted the show 14 times, and Christopher Walken, who tallies 7, weigh in. 8 P.M. (Fox Business Network) STOSSELJohn Stossel examines federal income tax codes and tax forms, which have become complicated and costly to file. The guest panel includes the director Christopher Marshall and the screenwriter Vincent Vittorio of ''An Inconvenient Tax''; Mike Tomberlin of Tomberlin Electric Vehicles, whose golf carts qualify for ''green'' tax credits; Gary Milkwick, the vice president for accounting at the Tax Club; and Neal Boortz, a radio host and the author of ''The Fair Tax Book.''",
4612,http://query.nytimes.com/gst/fullpage.html?res=950CEEDE1138F935A25757C0A9669D8B63,What's On Today,"9 P.M. (TLC) THE WHAT NOT TO WEAR AWARDS And the statuette for finally accepting that it's not O.K. to dress as if you were 15 when you're 45 goes to ... ? Clinton Kelly, above at left, and Stacy London, center, with Miriam, sift through the ''What Not to Wear'' archives for the most dramatic transformations, weepiest breakdowns and heart-rending stories to rise from the ashes of fashion makeovers. Later, they rekindle romance by helping a couple change each other's wardrobe. 7 P.M. (MTV) GREEN DAY ROCKS BROADWAY This special peeks behind the scenes of the Broadway musical ''American Idiot,'' adapted from Green Day's 2004 album.",
4607,http://query.nytimes.com/gst/fullpage.html?res=9407E3DD153CF93AA15756C0A9679D8B63,NEW JERSEY,"A guide to cultural and recreational goings-on around the state this week. Items may be submitted by mail to New Jersey Calendar, Metropolitan, The New York Times, 620 Eighth Avenue, New York, N.Y. 10018-1405; or by e-mail to njtowns@nytimes.com. Comedy",
4605,http://query.nytimes.com/gst/fullpage.html?res=9C02E7DC163AF934A25757C0A9669D8B63,What's On Today,"8 P.M. (HBO) FOUR CHRISTMASES (2008) Reese Witherspoon and Vince Vaughn, above, star as Kate and Brad, an unmarried San Francisco couple who each Christmas invent a charity project as an excuse to take a hedonistic vacation and avoid festivities with their dysfunctional families. But when a news reporter points a camera their way just as their trip to Fiji is canceled, they have no choice but to make the rounds. Robert Duvall and Sissy Spacek play Brad's divorced parents; Mary Steenburgen and Jon Voight are Kate's. The cast includes Tim McGraw and Jon Favreau as Brad's feral, cage-fighting brothers, and Kristin Chenoweth as Kate's relentlessly fertile sister. Writing in The New York Times, A. O. Scott said that, in a break from holiday movie tradition, the film, ''briskly directed by Seth Gordon from a snappy, many-authored script, is refreshingly tart and lean, forgoing the usual schmaltz and syrup.'' 10:30 A.M. (13) RELIGION & ETHICS NEWSWEEKLY Fred de Sam Lazaro interviews former President Jimmy Carter in Sudan, where for more than 20 years he has led a campaign to eradicate guinea worm, a painful tropical disease. In another segment Tim O'Brien reports on a case coming before the Supreme Court involving the University of California Hastings College of the Law and the Christian Legal Society, a campus group.",
4601,http://query.nytimes.com/gst/fullpage.html?res=9807E2D6153FF93BA25757C0A9669D8B63,What's On Sunday,"9 P.M. (13, 49) SMALL ISLAND Two couples -- one Jamaican, one English -- find their lives tragically intertwined in postwar Britain in this ''Masterpiece Classic'' adaptation of the 2004 novel by Andrea Levy, which won the Orange and Whitbread prizes for fiction. Naomie Harris and David Oyelowo, above, play Hortense and Gilbert Joseph, recent immigrants from the West Indies in a marriage of convenience. Ruth Wilson is their landlady, the working-class Queenie Bligh, whose husband, Bernard (Benedict Cumberbatch), has been mysteriously absent for a couple of years -- and whose offer of friendship exacts a great price. Part 2 will be shown on April 25. Laura Linney hosts. 5:30 P.M. (HBO) MASTERCLASS For more than 25 years, YoungArts, a program of the National Foundation for Advancement in the Arts, has offered scholarships and mentoring to emerging high school artists. This new nine-part series follows several of these young musicians, dancers, writers, actors and visual artists as they meet with masters in their fields, starting with the tenor Plácido Domingo. Other luminaries are Edward Albee, Bill T. Jones, Liv Ullmann, Frank Gehry, Julian Schnabel, Michael Tilson Thomas, Jacques D'Amboise and Olafur Eliasson. Writing in The New York Times, Neil Genzlinger said, ''The program is must viewing for all those high school students with dreams of stardom of one sort or another, and for their teachers.''",
4595,http://query.nytimes.com/gst/fullpage.html?res=9905EFD91F3BF936A35757C0A9669D8B63,What's On Today,"10 P.M. (Bravo) CHRISTIAN SIRIANO: HAVING A MOMENT This one-hour program looks at the career of Christian Siriano, left, after he won the fourth season of ''Project Runway.'' The show finds him preparing for New York Fashion Week, overseeing his line while meeting with celebrities like Mena Suvari, Tori Spelling and Katrina Bowden. 9 A.M. (ABC) LIVE WITH REGIS AND KELLY Guests include Tori Spelling, Dean McDermott and Peter Krause; the musician David Gray performs.",
4593,http://query.nytimes.com/gst/fullpage.html?res=9401EED9113CF932A15757C0A9669D8B63,What's On Today,"8 P.M. (Fox) AMERICAN IDOL: IDOL GIVES BACK 2010 Alicia Keys, Carrie Underwood, the Black Eyed Peas, Annie Lennox, Jeff Beck and Elton John, as well as a few celebrities not yet revealed, use their star wattage to raise awareness and money for charities around the globe. The special, now in its third installment, has raised more than $140 million to date; this year's show is dedicated to programs like Feeding America, Malaria No More, the American branch of Save the Children and the United Nations Foundation. (Above, LaKisha Jones, left, a Season 6 ''Idol'' finalist, and Stacy Laster of the Houston Food Bank.) Ryan Seacrest will host from the ''American Idol'' stage in Los Angeles. Queen Latifah will hold court at the Pasadena Civic Auditorium. 8 P.M. (13) THROUGH A DOG'S EYES For thousands of disabled Americans, dogs really are man's best friend. In this documentary, Jennifer Arnold, the founder of Canine Assistants, one of the nation's largest service-dog organizations, takes viewers through the process of being matched with, and becoming acclimated to, a dog, while inspirational stories show the transformation of seemingly ordinary dogs into full-blown heroes. Neil Patrick Harris narrates.",
4589,http://query.nytimes.com/gst/fullpage.html?res=9804E1DE113FF931A15757C0A9669D8B63,What's On Today,"10 P.M. (National Geographic) AMERICAN SERENGETI ''Nature Untamed'' follows scientists at the American Prairie Foundation as they embark on a quest to rebuild three million acres of the Great Plains in Montana, where land and wildlife have been eroded by human settlement for more than 200 years. The mission, covering an area larger than Yellowstone, includes reintroducing species long associated with the West, like the bison, the pallid sturgeon and the prairie dog, and charting the resurgence of pronghorn antelope, cougars, rattlesnakes and big-horned sheep. 11 A.M. (ABC) THE VIEW The women chat with Vice President Joseph R. Biden Jr.",
4587,http://query.nytimes.com/gst/fullpage.html?res=9904E2D61E3BF937A15750C0A9669D8B63,What's On Today,"8 P.M. (CW) AMERICA'S NEXT TOP MODEL A Season 3 contestant, Toccara Jones, right, surprises the women and quizzes them on the fashion industry. In this week's photo shoot the contestants dance and pose simultaneously, and one decides whether she wants to quit the competition. 7 A.M. (ABC) TODAYBen Stiller discusses his new film, ''Greenberg,'' and the former Red Sox pitcher Curt Schilling and his wife, Shonda, discuss Mrs. Schilling's new memoir, ''The Best Kind of Different.''",
4578,http://query.nytimes.com/gst/fullpage.html?res=9506EEDE1E3DF931A35756C0A9669D8B63,What's On Sunday,"8 P.M. (Planet Green) GREENSBURG: A FINAL LOOK On May 4, 2007, an enhanced F5 tornado -- one of the strongest in American history -- plowed through Greensburg, a small town in southwestern Kansas, leaving virtually nothing standing in its wake. For two years, Planet Green has been watching Greensburg rise like a phoenix on the Great Plains as residents rebuild their town as an oasis of environmental sustainability. This special looks back at highlights from previous episodes before the premiere of the third, and final, season at 9. Above, a scene from the show. 10:30 A.M. (NBC) MEET THE PRESS This news program will make its debut in high definition, from a new set. Secretary of State Hillary Rodham Clinton will weigh in on domestic and foreign policy; Charlie Crist, the Republican governor of Florida, will talk about his decision to run independently for the United States Senate; and Homeland Security Secretary Janet Napolitano and Interior Secretary Ken Salazar will discuss the environmental effects of the oil spill in the Gulf of Mexico. Ms. Napolitano and Mr. Salazar will also appear on ''Fox News Sunday With Chris Wallace,'' at 10, and on ''This Week,'' at 10 on ABC.",
4576,http://query.nytimes.com/gst/fullpage.html?res=9B0DE1DD153DF93AA25757C0A9669D8B63,What's On Today,"8 P.M. (BBC America) TOP GEAR After buying used cars -- an FJ40 Toyota Land Cruiser, a Range Rover Classic, above, and a Suzuki Jimny -- over the Internet from dealers in Bolivia, James May, Jeremy Clarkson and Richard Hammond embark on a 1,000-mile drive from the middle of the Amazon rain forest to the Pacific coast of Chile through the treacherous terrain in the altiplano region, the Andes and the Atacama Desert. The ascent to La Paz along the steep North Yungas Road, popularly known as El Camino de la Muerte (''The Road of Death''), so terrifies the acrophobic Mr. May that he humorously threatens to cut off the head of anyone who bumps him. But he seems to be only half-kidding when he pulls a machete on Mr. Clarkson after a small accident. The two men leave their weapons behind when they appear on a special episode of ''Friday Night With Jonathan Ross'' at 9:40. 7 A.M. (NBC) TODAY The guests include former President Bill Clinton and Jennifer Lopez. Here and on ''The View,'' at 11 a.m. on ABC, Alyssa Milano also promotes her new series, ''Romantically Challenged'' (Monday night at 9:30 on ABC), in which she plays a divorcée about to start dating for the first time since the Clinton administration.",
4556,http://query.nytimes.com/gst/fullpage.html?res=9405E5D9103EF930A35752C1A9669D8B63,Newcomers Ride to Power With an Unclear Mandate,"The Tea Party movement set the agenda in its first midterms, its energy propelling the Republican sweep in the House and capturing the mood of a significant chunk of the electorate, with a remarkable 4 in 10 voters in exit polls expressing support for the movement. But in the Senate, the effect was exactly what establishment Republicans had feared: While Tea Party energy powered some victories, concerns about Tea Party extremism also cost them what could have been easy gains -- most notably in Nevada, where the Senate Democratic leader, Harry Reid, survived a challenge from Sharron Angle, a Tea Party favorite.",
4553,http://query.nytimes.com/gst/fullpage.html?res=9F0DE3DA1E3CF934A25756C0A9669D8B63,What's On Today,"8 P.M. (Fox) HOUSE In this Season 6 finale, Cuddy (Lisa Edelstein) joins House (Hugh Laurie, above with Ms. Edelstein) and a rescue crew after a crane collapses on a building in Trenton, where a woman (China Jesusita Shavers) trapped in the rubble may lose her leg. All this on a day when House's world comes crashing down after he learns that Cuddy and Lucas (Michael Weston) are planning to move in together. With only three hours until the clock runs out in ''24,'' at 9, Jack Bauer (Kiefer Sutherland) makes life difficult for President Taylor (Cherry Jones). 3 P.M. (Fox) THE DR. OZ SHOW Dr. Mehmet Oz reveals his ultimate tips for summer dieting; also, five beauty bargains under $10.",
4550,http://query.nytimes.com/gst/fullpage.html?res=9F02E5D81631F935A15752C1A9669D8B63,Auburn Is Seeing Crimson Over Questions and Rivalry,"The most anticipated day of every year in the state of Alabama has arrived with Auburn football devotees caught in a riptide of emotions. The Tigers have knocked down their previous 11 obstacles on the schedule and are a consensus No. 2 in the rankings. They can rest assured that Alabama, which hosts Friday's game in Tuscaloosa, will not add to its vast collection of national title trophies.",
