,link,headline,summary,date
358,http://query.nytimes.com/gst/fullpage.html?res=9F0CE2DA163AF934A35752C1A9619C8B63,"Paid Notice: Deaths PEDERSEN, LUCY K. S.","PEDERSEN--Lucy K. S., a long-time resident of Rye, New York and Ocean Reef, Key Largo, Florida, died Monday, November 5, 2007 at her home in Rye. Lucy was born December 14, 1928 at New York Hospital to the late Rudolph Jay and Lucia Moran Schaefer Jr. Lucy attended Sacred Heart Convent in Maplehurst, NY, Convent of the Sacred Heart in Noroton, CT, and was a graduate of The Barmore School, in the Bronx, NY. An avid outdoors person, and all-around athlete, Lucy devoted much of her adult life to working within the Rye community including for many years joyfully and tireless caring for the disabled and the handicapped. She was President of The Rye Association for the Handicapped from 1986 to her retirement in 2006, when she was named President Emeritus of the organization. For her service and efforts she was awarded The City of Rye Commission on Human Rights Award in 1994, and The Rye YMCA Community Service Recognition Award in 2005. Lucy was loving mother to her four children, Peer Terrill (Jr.), Donna Fenech, Lyn Elizabeth, and Lucy Hazard; and a loving grandmother to her eight grandchildren Peer III, Paige, Madeline, Samantha, and Margaret Pedersen, and Nathan, Lorraine, and Kerri Fenech. She is also survived by her late father's wife, Janet Schaefer, by her siblings Edmee Schaefer Combs, Rudolph J. Schaefer, and Gwen T. Schaefer, and their large and loving families; and by her son-in-laws Craig Fenech and Scott Hazard, former daughter-in-law Mary Quick Pedersen, and former husband Peer T. Pedersen. The family will receive friends at the Graham Funeral Home, 1036 Boston Post Road, Rye, NY on Wednesday, 2-4pm and 7-9pm. A mass of Christian Burial will be celebrated at Resurrection Church on Thursday at 11am. In lieu of flowers, donations may be made in memory of Lucy to The Rye Association For The Handicapped, Inc., P.O. Box 16, Rye, NY 10580-0016.",
289,http://query.nytimes.com/gst/fullpage.html?res=9407E5DF163AF933A1575AC0A9619C8B63,"Paid Notice: Deaths GITTIS, HOWARD","GITTIS--Howard. The partners, counsel, associates and staff of the firm of Paul, Weiss, Rifkind, Wharton & Garrison LLP express profound sorrow at the death of Howard Gittis, Vice Chairman of MacAndrews & Forbes Holdings Inc. Howard was our client and beloved friend. His joyful personality and sincere interest in all of those who worked with him will be greatly missed. We express our deepest sympathy to all members of his family. GITTIS--Howard. From the Schaffel family to all of the Gittis children and grandchildren. We couldn't have a better second family if we tried. Hope to spend the rest of the summers with you. Sorry for the great loss. Love Bill, Nancy and Alex GITTIS--Howard. The Board of Directors and management of Jones Apparel Group, Inc. express our deepest regrets at the passing of Howard Gittis, our Presiding Director and a member of our Board of Directors for 15 years. Howard's contributions to our Company were immensely valued, and his advice and guidance will be very much missed by those of us who had the privilege to work with him. We offer our heartfelt condolences to his family and associates. Wesley R. Card, President and Chief Executive Officer Jones Apparel Group, Inc. GITTIS--Howard. The family and friends of Howard Gittis mourn his passing on September 17th in New York City. Born in 1934 in Philadelphia, Howard Gittis is a graduate of the Wharton School at the University of Pennsylvania and Penn's Law School. He spent 25 years at Wolf, Block, Schorr and Solis-Cohen where he had served as the Chairman of the Executive Committee. Howard joined MacAndrews & Forbes in 1985, where he was Vice Chairman and Chief Administrative Officer until his death on September 17th. He was a loving father to Caroline Werther, Hope Sheft, Marjorie Katz and Emily Lambert Gittis, loving brother to Lenore Gittis, and loving grandfather to Samuel, Maxwell, Miles, Elijah, Sophie, Joshua and Henry. He is also survived by Sondra Gittis and Lynette King Gittis. Contributions in his honor can be made to the Howard Gittis Endowed Scholarship For Achievement and Excellence at Central High School, Philadelphia, The University of Pennsylvania, and Temple University. GITTIS--Howard. Dear Howard, summer camp is over and it's time to hang up our tennis rackets, store the golf clubs and put away the swim suits. I have loved every summer for 20 years, unfortunately for us camp will never open again. I will miss you and the great times we had. Your doubles tennis partner, Bill Schaffel",
294,http://query.nytimes.com/gst/fullpage.html?res=9D03EFD8153CF935A25751C0A96E9C8B63,Theme Songs and Others,"Presidential politics are plenty contentious, but they are nothing compared to band breakups. Mike Huckabee found himself caught in the middle of one this week. In October, Mr. Huckabee and his band, the Capitol Offense, joined a former member of the band Boston, Barry Goudreau, at the Surf Ballroom in Clear Lake, Iowa, for a gig.",
297,http://query.nytimes.com/gst/fullpage.html?res=9C02E6DE163BF934A15754C0A96E9C8B63,The Changing Commute,"Rosalyn Johnson, a registered nurse from Westbury, is so convinced high gasoline prices are here to stay that she recently opted to take a job in Manhattan over one in Central Islip, closer to home. ''It was more economical to take the job in the city,'' she said, while waiting for an eastbound Long Island Rail Road train at Pennsylvania Station. ''It would cost me more to drive to Central Islip than to buy a $211 monthly train pass.''",
298,http://query.nytimes.com/gst/fullpage.html?res=9D0CEED9173DF934A15754C0A96E9C8B63,The Changing Commute: Demand for Rides Soars,"Two months ago, Michele Martin ditched her 10-mile commute from Stamford to Greenwich in favor of riding Metro-North. Gasoline prices were the main reason, she said, but not the only one. ''I would see a billboard once in a while saying, 'Do one thing.' That cinched it for me,'' she said. Now, she doubts that she would ever go back to driving.",
299,http://query.nytimes.com/gst/fullpage.html?res=9F0DE3DD133DF934A15754C0A96E9C8B63,The Changing Commute: Demand for Rides Soars,"Two months ago, Michele Martin ditched her 10-mile commute from Stamford to Greenwich in favor of riding Metro-North. Gasoline prices were the main reason, she said, but not the only one. ''I would see a billboard once in a while saying, 'Do one thing.' That cinched it for me,'' she said. Now, she doubts that she would ever go back to driving.",
312,http://query.nytimes.com/gst/fullpage.html?res=980DE4D8143AF93BA25751C1A9619C8B63,"Paid Notice: Deaths BULGER, MR. ARTHUR C.","BULGER--Mr. Arthur C., age 81, of Woodbridge, beloved husband of 53 years to Isabelle T. Bulger passed away on Saturday, December 15, 2007. Arthur was born on March 7, 1926 in Brooklyn, New York. He was a graduate of LaSalle Military Academy and Yale University. Mr. Bulger served during WWII with both the U.S. Army and the U.S. Navy. After graduating from Yale in 1947 with degrees in engineering and accounting, he joined The U.S. Rubber Company in Naugatuck as an industrial engineer. In 1952, he co-founded the Consulting Firm, Bavier, Bulger & Goodyear. The firm operated internationally for over 50 years and was a leader in developing innovative manufacturing methods for Fortune 1000 clients. He was a member of the Board of Directors for Lava Crucible, Saxonburg Ceramics, American Paper Products and Elliptipar, Inc. A life long sailor, Arthur and his wife began sailing together on the schooner Truelove. He cruised and raced extensively, owning a series of boats named Starlight and was a longtime member of The Milford Yacht Club and the Off Sounding Club. In addition to his wife, he leaves three children, Ellen Bulger, A. Christopher Bulger and Jean Pugh, along with six grandchildren, Emmet, Max, Zoe, Kate, Christopher and Alex. He also leaves two sisters, Barbara O'Reilly and Kay Lynch. Friends may call today from 4 to 7pm in the Cody-White Funeral Home, in Milford, CT. A Mass of Christian Burial will be held on Wednesday at 11am in Our Lady of the Assumption Church, Center Road, Woodbridge, CT. Commital will be private. In lieu of flowers, donations may be made in his memory to the CT Food Bank in New Haven. www.cody whitefuneralservice.com",
303,http://query.nytimes.com/gst/fullpage.html?res=9D03E4D8153BF931A25751C0A96E9C8B63,TODAY IN BUSINESS,"A PRIME MORTGAGE CRISIS Some borrowers with good credit histories are beginning to fall behind on their mortgage, auto and credit card payments. DRIVING WHILE DISTRACTED Safety experts say operating G.P.S. devices, telephones, iPods or DVD players while driving poses a chaotic distraction. [A1.]",
304,http://query.nytimes.com/gst/fullpage.html?res=9A03E3DD163AF932A25753C1A9619C8B63,"Paid Notice: Deaths WALLACE, JOHN F. JR.","WALLACE--John F. Jr., of West Hempstead on October 8, 2007. Beloved husband of Loretto T. (nee Rigney); devoted father of John F. III, Stephen J. (Jeanne), Robert S. (Maureen); cherished grandfather of Martha, Sara, Jake, Peter, Meaghan, Joseph, Mary Kate, Bobby and Erin. Reposing BarnesSorrentino Funeral Home Inc., 539 Hempstead Ave., West Hempstead (1 mile North Exit 17N SS Parkway) on Thursday and Friday, 2-4 and 7-9pm. Mass of Christian Burial, St. Thomas The Apostle R.C. Church, West Hempstead on Saturday at 10:30am. Interment Holy Rood Cemetery, Westbury. In lieu of flowers donations may be made to John F. Wallace Jr. Scholarship Fund, care of Fordham University, 888 7th Ave., NY, NY 10019, attention: Keith Norton.",
311,https://www.nytimes.com/Link.asp?I=LS000099792562,"Paid Notice: Deaths Bulger, Arthur C.","BULGER--Mr. Arthur C., age 81, of Woodbridge, beloved husband of 53 years to Isabelle T. Bulger passed away on Saturday, December 15, 2007. Arthur was born on March 7, 1926 in Brooklyn, New York. He was a graduate of LaSalle Military Academy and Yale University. Mr. Bulger served during WWII with both the U.S. Army and the U.S. Navy. After graduating from Yale in 1947 with degrees in engineering and accounting, he joined The U.S. Rubber Company in Naugatuck as an industrial engineer. In 1952, he co-founded the Consulting Firm, Bavier, Bulger & Goodyear. The firm operated internationally for over 50 years and was a leader in developing innovative manufacturing methods for Fortune 1000 clients. He was a member of the Board of Directors for Lava Crucible, Saxonburg Ceramics, American Paper Products and Elliptipar, Inc. A life long sailor, Arthur and his wife began sailing together on the schooner Truelove. He cruised and raced extensively, owning a series of boats named Starlight and was a longtime member of The Milford Yacht Club and the Off Sounding Club. In addition to his wife, he leaves three children, Ellen Bulger, A. Christopher Bulger and Jean Pugh, along with six grandchildren, Emmet, Max, Zoe, Kate, Christopher and Alex. He also leaves two sisters, Barbara O'Reilly and Kay Lynch. Friends may call today from 4 to 7pm in the Cody-White Funeral Home, in Milford, CT. A Mass of Christian Burial will be held on Wednesday at 11am in Our Lady of the Assumption Church, Center Road, Woodbridge, CT. Commital will be private. In lieu of flowers, donations may be made in his memory to the CT Food Bank in New Haven. www.cody whitefuneralservice.com",
1446,http://query.nytimes.com/gst/fullpage.html?res=9E07E1D81339F931A35756C0A96E9C8B63,DEALBOOK EXTRA,Deal-Making in Candy Land Many people spun this week's $23 billion Mars-Wm. Wrigley Jr. deal as a strategic transaction done as a leveraged buyout. They are more right than they knew.,
197,http://query.nytimes.com/gst/fullpage.html?res=9E06E7DE123AF935A25751C1A9619C8B63,"Paid Notice: Deaths LIVEZEY, LOWELL W.","LIVEZEY--Lowell W. New York Theological Seminary announces with great sadness the passing on December 9, 2007, of Dr. Lowell W. Livezey, Professor of Urban and Religious Studies and Director of the Ecologies of Learning Project at the Seminary. Dr. Livezey directed large studies of urban congregations, using ethnographic data assembled in collaboration with colleagues and students in Chicago, Boston, and New York. He argued that the ''religion factor'' is more salient than often recognized in the economic, demographic, and spatial restructuring of modern industrial cities. Dr. Livezey received the B.A. from Swarthmore College and the M. Th. and D. Min. degrees from the University of Chicago School of Divinity. He spent two decades in the peace movement before beginning his second career in studying communities, meanings, culture, and social change. In 2005, Dr. Livezey became the founding Director of the Ecologies of Learning Project (EOL) at NYTS, funded through a major grant from Lilly Endowment Inc. Lowell Livezey was a person of immense insight, wisdom and compassion, of great integrity and depth, and an outstanding colleague. He embodied the values of teaching, learning and research that lie at the heart of the scholarly endeavor. He also was a friend, a caring human being, someone around whom community was easily formed. In the language that is familiar to the people of faith, Lowell simply was a blessing to NYTS. Lowell helped us all understand the life and work of the churches and especially the intellectual task of preparation for ministry more clearly. Dr. Craig Dykstra, Senior Vice President, Religion of Lilly Endowment Inc., stated that ''Lowell Livezey's work on religion and urban culture is path-breaking -a permanent contribution. His patient, generous and imaginative work with pastors and other religious leaders in Chicago, Boston and New York, as well as with scholars, will bear great fruit for many years to come.'' Dr. Livezey is survived by his wife, Dr. Lois Gehr Livezey, Director of the Globalization Project of the Center for World Christianity at NYTS. Contributions in Dr. Livezey's memory may be made to the Lowell W. Livezey Fund, Ecologies of Learning, New York Theological Seminary, 475 Riverside Drive, Suite 500, New York, NY 10115. A memorial will be held on January 26, 2008, 10:00 am, at The Riverside Church, 490 Riverside Drive, New York City. Dr. Dale T. Irvin, President Dr. Diane T. Ashley, Chair of the Board of Trustees",
359,https://www.nytimes.com/Link.asp?I=LS000097467852,"Paid Notice: Deaths Pedersen, Lucy K.","PEDERSEN--Lucy K. S., a long-time resident of Rye, New York and Ocean Reef, Key Largo, Florida, died Monday, November 5, 2007 at her home in Rye. Lucy was born December 14, 1928 at New York Hospital to the late Rudolph Jay and Lucia Moran Schaefer Jr. Lucy attended Sacred Heart Convent in Maplehurst, NY, Convent of the Sacred Heart in Noroton, CT, and was a graduate of The Barmore School, in the Bronx, NY. An avid outdoors person, and all-around athlete, Lucy devoted much of her adult life to working within the Rye community including for many years joyfully and tireless caring for the disabled and the handicapped. She was President of The Rye Association for the Handicapped from 1986 to her retirement in 2006, when she was named President Emeritus of the organization. For her service and efforts she was awarded The City of Rye Commission on Human Rights Award in 1994, and The Rye YMCA Community Service Recognition Award in 2005. Lucy was loving mother to her four children, Peer Terrill (Jr.), Donna Fenech, Lyn Elizabeth, and Lucy Hazard; and a loving grandmother to her eight grandchildren Peer III, Paige, Madeline, Samantha, and Margaret Pedersen, and Nathan, Lorraine, and Kerri Fenech. She is also survived by her late father's wife, Janet Schaefer, by her siblings Edmee Schaefer Combs, Rudolph J. Schaefer, and Gwen T. Schaefer, and their large and loving families; and by her son-in-laws Craig Fenech and Scott Hazard, former daughter-in-law Mary Quick Pedersen, and former husband Peer T. Pedersen. The family will receive friends at the Graham Funeral Home, 1036 Boston Post Road, Rye, NY on Wednesday, 2-4pm and 7-9pm. A mass of Christian Burial will be celebrated at Resurrection Church on Thursday at 11am. In lieu of flowers, donations may be made in memory of Lucy to The Rye Association For The Handicapped, Inc., P.O. Box 16, Rye, NY 10580-0016.",
362,http://query.nytimes.com/gst/fullpage.html?res=9400E1DE103AF93BA15756C0A96E9C8B63,Designers Teach Glass (and Themselves) New Tricks,"Correction Appended Summer hadn't quite arrived in the city over the Memorial Day weekend, but in the garden of the Cooper-Hewitt, National Design Museum, on upper Fifth Avenue, it was several hundred degrees in the shade. Onstage in the Corning Museum GlassLab, four sweat-beaded men in black T-shirts rotated elongated rods -- tipped with molten glass hot enough to ignite anything it touched, whether metal, wood or flesh -- with the nonchalance of baton twirlers.",
928,http://query.nytimes.com/gst/fullpage.html?res=9906E2D9153BF930A25755C0A96E9C8B63,Movie Listings,"MOVIES Ratings and running times are in parentheses; foreign films have English subtitles. Full reviews of all current releases, movie trailers, showtimes and tickets: nytimes.com/movies.",
207,http://query.nytimes.com/gst/fullpage.html?res=9806E7D61430F932A3575AC0A9619C8B63,TODAY IN BUSINESS,"AT&T AND VERIZON WIN EXEMPTIONS AT&T and Verizon Communications can each merge their local and long-distance telephone operations with fewer government restrictions than some rivals wanted, the Federal Communications Commission said yesterday. In a order posted on its Web site, the F.C.C. exempted the two companies from price caps and other so-called dominant-carrier rules on long-distance service.",
1315,http://query.nytimes.com/gst/fullpage.html?res=9907E5D8133EF935A15753C1A9619C8B63,Art,ART Museums and galleries are in Manhattan unless otherwise noted. Full reviews of recent art shows: nytimes.com/art.,
623,http://query.nytimes.com/gst/fullpage.html?res=9802E4DC153BF933A25754C0A96E9C8B63,Apple's Latest Opens a Developers' Playground,"When Apple opens its online App Store for iPhone software on Thursday, Steven P. Jobs will be making an attempt to dominate the next generation of computing as it moves toward Internet-connected mobile devices. The store, which will offer more than 500 software applications, including games, educational programs, mobile commerce and business productivity tools, may be a far more important development than the iPhone 3G, which goes on sale at the same time. An abundance of software could make the iPhone's operating system dominant among an abundance of competing phones.",
925,http://query.nytimes.com/gst/fullpage.html?res=9E04E0DA1E3FF932A25757C0A96E9C8B63,Dealbook Extra,Frank's Friends at Google Look who Google's turned to for help.,
1327,http://query.nytimes.com/gst/fullpage.html?res=9A05E4D71230F93AA35751C1A9619C8B63,The 7th Annual Year in Ideas,"LEFT-HAND-TURN ELIMINATION [28] It seems that sitting in the left lane, engine idling, waiting for oncoming traffic to clear so you can make a left-hand turn, is minutely wasteful -- of time and peace of mind, for sure, but also of gas and therefore money. Not a ton of gas and money if we're talking about just you and your Windstar, say, but immensely wasteful if we're talking about more than 95,000 big square brown trucks delivering packages every day. And this realization -- that when you operate a gigantic fleet of vehicles, tiny improvements in the efficiency of each one will translate to huge savings overall -- is what led U.P.S. to limit further the number of left-hand turns its drivers make. The company employs what it calls a ''package flow'' software program, which among other hyperefficient practices involving the packing and sorting of its cargo, maps out routes for every one of its drivers, drastically reducing the number of left-hand turns they make (taking into consideration, of course, those instances where not to make the left-hand turn would result in a ridiculously circuitous route).",
574,http://query.nytimes.com/gst/fullpage.html?res=9F02E7DF133DF93BA15754C0A96E9C8B63,A Cone of Swirl For Yahoo,"A Cone of Swirl For Yahoo The flavor of the day on Tuesday at Yahoo, when it announced second-quarter results, was ''external swirl.''",
225,https://www.nytimes.com/Link.asp?I=LS000099837285,"Paid Notice: Deaths Tolling, Sven","TOLLING--Dr. Sven T., 63, passed on December 15th, 2007, in Sweden. His career in Veterinary medicine spanned 36 years, working on pivotal issues concerning animal health, including many years at Pfizer Inc., New York, and as the chairman of the Swedish Equestrian Federation. He was awarded Doctor h.c. at the University of Agricultural Sciences, Uppsala, Sweden in 1999. He touched the lives of many and is remembered as a generous, compassionate, vibrant, and gifted man. Always a passionate advocate of what is righteous and ethical, he will be remembered as a strong leader with a devotion to making a difference. He will be forever in the hearts and memories of his family: his wife, Dr. Kerstin Thoren-Tolling, his son Nils G. Tolling, his daughter-in-law Mina Konishi, and his brother Hans Tolling, with his family as well as many friends and colleagues. Services will be held in Sweden on January 8th. A Memorial Service will be held in Westport, Connecticut, in February. For information, please email: nils@tolling.org",
898,http://query.nytimes.com/gst/fullpage.html?res=9A0CE7D8163FF931A25750C0A96E9C8B63,The Reports That Drew Federal Eyes To Spitzer,"Last summer, employees at a large New York bank detected something suspicious: Gov. Eliot Spitzer was moving around thousands of dollars in what they thought was an effort to conceal the fact that the money was his own, federal officials said on Tuesday. They said the apparent sleight of hand kept the transactions small and removed his name from deposits. The governor's actions prompted the bank to file alerts known as Suspicious Activity Reports with the Treasury Department, which were reviewed by I.R.S. agents on Long Island, the federal officials said.",
834,http://query.nytimes.com/gst/fullpage.html?res=9A0CE3D6113FF937A15757C0A96E9C8B63,Q & A,Seeing the World More Clearly,
376,http://query.nytimes.com/gst/fullpage.html?res=9C00EEDB1530F931A15752C1A9619C8B63,TODAY IN BUSINESS,"MARKETS LIMP INTO HOLIDAY A late sell-off sent stock markets down sharply, with the Dow Jones industrial average closing at its lowest level since April. Widespread worries about expensive oil, a sagging dollar and a gloomy outlook for economic growth took a toll on investors.",
1340,http://query.nytimes.com/gst/fullpage.html?res=9C0DE0DA113CF93AA35756C0A96E9C8B63,DEALBOOK EXTRA,Bronfman's Sour Note Warner Music Group struck a sour note with investors on Thursday: The private equity backed company reported a wider loss for the second quarter -- $37 million compared with $27 million during the same period of 2007 -- and suspended its dividend in what it described as an effort to maintain ''financial flexibility.'',
1517,http://query.nytimes.com/gst/fullpage.html?res=9C02E0DB1631F934A35753C1A9619C8B63,Apply to Birthday Suit,"APPARENTLY, AMERICANS can't get enough of the British all-natural beauty line Nude, created by Bryan Meehan (a founder of the British organic food stores Fresh & Wild, which Whole Foods bought for $38 million in 2004). In June, Nude flew off English beauty counters; the collection arrived at Barneys New York last month ($14 to $100) to an equally enthusiastic response. America's darlings? Cubes of lip balm ($14) and the subtly fragrant Hibiscus Monoi body oil ($68). Nude's green genes are evident in its pure ingredients, biodegradable packaging and celebrity pedigree. Bono and Ali Hewson are investors (the name Nude is the inverse of Edun, their organic clothing line); the model Christy Turlington was an early product-tester.",
239,https://www.nytimes.com/Link.asp?I=LS000095567042,"Paid Notice: Deaths Wheeler, Wilmot Fitch","WHEELER--Wilmot Fitch, Jr., a manufacturing company executive and an international financial administrator died Friday, September 28, 2007 in Southport, Connecticut from complications due to Alzheimer's Disease; he was 84 years old. Wilmot F. Wheeler Jr. graduated from St. Paul's School, Concord, NH. A veteran of World War II, he was decorated with a Bronze Star, then graduated from Yale University in 1945, and did his post-graduate work at New York University. He received an honorary LLD from Sacred Heart University, Fairfield, CT. During his life Mr. Wheeler was President, Chairman and Executive Officer of American Chain and Cable, Co., Inc. Bridgeport, CT, and Chairman of Jelliff Corporation, Southport, CT. He was also CEO of Dollar Dry Dock Savings Bank, NYC, CEO of Manhattan National Corporation, Vice President of the William T. Morris Foundation, Inc. and President of the Wilmot Wheeler Foundation, Inc. Mr. Wheeler was a member of many Boards of Directors including People's Bank, Bridgeport, CT.; Pratt Read Corp; Pujol y Tarrago SAA/Spain; Union Central Life Insurance Company; Dominion Chair Co, Ltd.; American District Telegraph Company; British Wire Products Ltd, England; Cables Automotrices SA, Mexico; FATA Spa, Italy; Arthur G. McKee and Company; American Farm School, Greece; Bridgeport Hospital, Bridgeport, CT; and University of Bridgeport. Mr. Wheeler was a member of Pequot Yacht Club, Southport, CT, and the Country Club of Fairfield, Fairfield, CT, where he served as President. Wilmot is survived by his wife, Nonnye Landers Wheeler, and children, Wilmot III, James, Susan, Tracy, and Alexa, twelve grandchildren and five great-grandchildren. He is predeceased by his first wife, Barbara Rutherfurd Wheeler and son John.",
240,http://query.nytimes.com/gst/fullpage.html?res=9F00EEDA163AF930A35753C1A9619C8B63,"Paid Notice: Deaths WHEELER, WILMOT FITCH, JR.","WHEELER--Wilmot Fitch, Jr., a manufacturing company executive and an international financial administrator died Friday, September 28, 2007 in Southport, Connecticut from complications due to Alzheimer's Disease; he was 84 years old. Wilmot F. Wheeler Jr. graduated from St. Paul's School, Concord, NH. A veteran of World War II, he was decorated with a Bronze Star, then graduated from Yale University in 1945, and did his post-graduate work at New York University. He received an honorary LLD from Sacred Heart University, Fairfield, CT. During his life Mr. Wheeler was President, Chairman and Executive Officer of American Chain and Cable, Co., Inc. Bridgeport, CT, and Chairman of Jelliff Corporation, Southport, CT. He was also CEO of Dollar Dry Dock Savings Bank, NYC, CEO of Manhattan National Corporation, Vice President of the William T. Morris Foundation, Inc. and President of the Wilmot Wheeler Foundation, Inc. Mr. Wheeler was a member of many Boards of Directors including People's Bank, Bridgeport, CT.; Pratt Read Corp; Pujol y Tarrago SAA/Spain; Union Central Life Insurance Company; Dominion Chair Co, Ltd.; American District Telegraph Company; British Wire Products Ltd, England; Cables Automotrices SA, Mexico; FATA Spa, Italy; Arthur G. McKee and Company; American Farm School, Greece; Bridgeport Hospital, Bridgeport, CT; and University of Bridgeport. Mr. Wheeler was a member of Pequot Yacht Club, Southport, CT, and the Country Club of Fairfield, Fairfield, CT, where he served as President. Wilmot is survived by his wife, Nonnye Landers Wheeler, and children, Wilmot III, James, Susan, Tracy, and Alexa, twelve grandchildren and five great-grandchildren. He is predeceased by his first wife, Barbara Rutherfurd Wheeler and son John.",
907,http://query.nytimes.com/gst/fullpage.html?res=990CE1D71539F935A35757C0A96E9C8B63,"INSIDE THE TIMES: April 6, 2008",INTERNATIONAL INDIGENOUS PEOPLE ADD,
1348,http://query.nytimes.com/gst/fullpage.html?res=9C06E3DE1E31F930A35754C0A96E9C8B63,SHOPPING WITH SIMON DOONAN: House Gifts For Quirky Friends,"SIMON DOONAN, the creative director of Barneys New York, was dressed in a style reflecting the ideas in his newest book, ''Eccentric Glamour: Creating an Insanely More Fabulous You.'' In it, he creates three personality types: the flighty, exotic gypsy; the super-confident socialite; and the on-the-edge existentialist, and suggests that anyone who is tired of the ordinary should make the leap to eccentric glamour by cultivating one of those styles.",
367,http://query.nytimes.com/gst/fullpage.html?res=990CE6D61F3FF932A15750C0A96E9C8B63,The Leaning Landmark of Broadway,"Talk about endangered landmarks. The elegant cast-iron building at 287 Broadway, which ''graphically illustrates the transformation of lower Broadway in the 19th century from a residential boulevard into the city's commercial center'' (as the Landmarks Preservation Commission put it), is leaning about eight inches to the south.",
228,http://query.nytimes.com/gst/fullpage.html?res=9406E4D9143AF935A25752C1A9619C8B63,"Paid Notice: Deaths LIVEZEY, LOWELL W","LIVEZEY--Lowell W. New York Theological Seminary announces with great sadness the passing on December 9, 2007, of Dr. Lowell W. Livezey, Professor of Urban and Religious Studies and Director of the Ecologies of Learning Project at the Seminary. Dr. Livezey directed large studies of urban congregations, using ethnographic data assembled in collaboration with colleagues and students in Chicago, Boston, and New York. He argued that the ''religion factor'' is more salient than often recognized in the economic, demographic, and spatial restructuring of modern industrial cities. Dr. Livezey received the B.A. from Swarthmore College and the M. Th. and D. Min. degrees from the University of Chicago School of Divinity. He spent two decades in the peace movement before beginning his second career in studying communities, meanings, culture, and social change. In 2005, Dr. Livezey became the founding Director of the Ecologies of Learning Project (EOL) at NYTS, funded through a major grant from Lilly Endowment Inc. Lowell Livezey was a person of immense insight, wisdom and compassion, of great integrity and depth, and an outstanding colleague. He embodied the values of teaching, learning and research that lie at the heart of the scholarly endeavor. He also was a friend, a caring human being, someone around whom community was easily formed. In the language that is familiar to the people of faith, Lowell simply was a blessing to NYTS. Lowell helped us all understand the life and work of the churches and especially the intellectual task of preparation for ministry more clearly. Dr. Craig Dykstra, Senior Vice President, Religion of Lilly Endowment Inc., stated that ''Lowell Livezey's work on religion and urban culture is path-breaking -a permanent contribution. His patient, generous and imaginative work with pastors and other religious leaders in Chicago, Boston and New York, as well as with scholars, will bear great fruit for many years to come.'' Dr. Livezey is survived by his wife, Dr. Lois Gehr Livezey, Director of the Globalization Project of the Center for World Christianity at NYTS. Contributions in Dr. Livezey's memory may be made to the Lowell W. Livezey Fund, Ecologies of Learning, New York Theological Seminary, 475 Riverside Drive, Suite 500, New York, NY 10115. A memorial will be held on January 26, 2008, 10:00 am, at The Riverside Church, 490 Riverside Drive, New York City. Dr. Dale T. Irvin, President Dr. Diane T. Ashley, Chair of the Board of Trustees",
474,http://query.nytimes.com/gst/fullpage.html?res=9805E2D7103AF933A05757C0A96E9C8B63,Steel Worker Is Hurt in Fall From Building,"Just one day after thousands of workers gathered to mourn the loss of the 13 people killed in construction accidents in New York City this year, a steel worker was critically injured on Tuesday when he fell 25 feet from a building under construction on East 29th Street in Manhattan. The authorities said the worker, Christopher Gunn, 28, was trying to maneuver a 20-foot steel I-beam being hoisted into place by a crane about 8:30 a.m. when he slipped and fell from the second story of the building, which is under construction between First Avenue and Franklin D. Roosevelt Drive.",
308,http://query.nytimes.com/gst/fullpage.html?res=9404E6DD163AF933A25753C1A9619C8B63,"Paid Notice: Deaths WALLACE, JOHN F. JR.","WALLACE--John F. Jr., of West Hempstead on October 8, 2007. Beloved husband of Loretto T. (nee Rigney); devoted father of John F. III, Stephen J. (Jeanne), Robert S. (Maureen); cherished grandfather of Martha, Sara, Jake, Peter, Meaghan, Joseph, Mary Kate, Bobby and Erin. Reposing BarnesSorrentino Funeral Home Inc., 539 Hempstead Ave., West Hempstead (1 mile North Exit 17N SS Parkway) on Thursday and Friday, 2-4 and 7-9pm. Mass of Christian Burial, St. Thomas The Apostle R.C. Church, West Hempstead on Saturday at 10:30am. Interment Holy Rood Cemetery, Westbury. In lieu of flowers donations may be made to John F. Wallace Jr. Scholarship Fund, care of Fordham University, 888 7th Ave., NY, NY 10019, attention: Keith Norton.",
61,https://www.nytimes.com/Link.asp?I=LS000095937530,"Paid Notice: Deaths Golden, William T.","GOLDEN--William T. The Board of Directors and Scientific Advisory Counsel of Alliance for Cancer Gene Therapy, Inc. (ACGT) mourn the passing of William T. Golden, who provided early insight and support for ACGT's mission to find a cure for cancer through gene therapy research. Bill Golden's vision within the scientific and philanthropic community was an inspiration to us all. Edward & Barbara Netter, Co-Founders",
